"","WKY_Joint_3m_A","WKY_Joint_3m_B","WKY_Joint_3m_C","SHR_Joint_3m_A","SHR_Joint_3m_B","SHR_Joint_3m_C"
"Chek1",7.65645915457001,8.01674083922301,8.05968398119136,7.78211760345746,7.71911953742536,7.52753458614657
"Wnt11",1.56492910220965,1.59326358807637,1.53403319055437,1.53429652110789,1.60234738997947,1.61338511013232
"Ryk",12.4463798594705,12.6719672851221,12.5698466173231,12.6413227898258,12.602966064585,12.6114713821786
"Sox9",7.23090107919041,7.91017570582576,7.71914412629048,7.52151567733386,8.18682670835304,7.70556545906106
"Sox5",8.57603469833786,8.41647206705946,8.2423761487331,7.88756574479081,8.01067798383833,8.20299909828014
"Gli3",9.92907937982266,9.97586008240867,9.95282625423236,9.52792599649846,9.47426747212557,9.50074021119533
"Gli1",0.949594422246826,1.0087528928173,0.929801425754142,0.980606329587828,0.950517157413985,1.01493397527883
"Bmpr2",11.1070651215685,10.7605207841678,11.0341544453638,10.9155939133611,11.036987083777,10.8759290060734
"Ppfia3",4.43312206200364,4.1868338043235,4.2863378905363,4.21855755725376,4.39227806397386,4.32905785324109
"Ppfia4",5.47976832088892,5.35405717352895,5.84406899040376,5.70089335279089,6.53502692646035,5.6908038964308
"Siah2",8.04343286697427,8.0460325412912,8.02480013243574,8.12003180943543,8.31976676267435,8.23983185775189
"Sytl4",6.01088426796404,6.24394671473359,6.18607329831368,6.25234062074426,6.11428086733273,6.12465293707364
"Gpr83",0.441899038881679,0.441773926127338,0.510915438701462,0.559533562935496,0.600399655360709,0.510887652951149
"Pip4k2c",10.1011193365273,10.0374143823887,10.0771951188084,10.0587644009119,10.2421010674791,10.1425044748451
"Atp5me",8.41544664070268,8.45315919771531,8.37890864934978,8.47090985274736,8.5056490115298,8.5436737019978
"Brinp1",0.491799595499614,0.606043693676802,0.566766635586561,0.491840882323972,0.492483833243831,0.474317366785549
"Flt3",0.615526451817285,0.698862846979771,0.668611066742163,0.674221474252732,0.61955083430489,0.635469736935176
"Apoa5",0,0,0,0,0,0
"Nploc4",10.7537295915884,10.7582771835245,10.762238298067,10.7756818635624,10.8580730326045,10.8106425375729
"Rps3",13.3402733673893,13.3294541501978,13.2596645659149,13.3871131548161,13.2239749224968,13.3807432315351
"Rps16",14.0153915342789,13.9716310670314,13.9416176329497,13.8952237809505,14.0264946281607,14.012752872261
"Faf1",9.7001985340496,9.74977013744539,9.73982338325056,9.72437115889531,9.91109426434912,9.80289366411915
"Rplp1",13.8342329737738,13.9461813754913,13.7786336170365,13.8988211041567,13.8046082760051,13.9632882476769
"Rplp2",12.1515911831745,12.267492809808,12.2144419701665,12.2608702068756,12.212778194344,12.2319242269345
"Rab3d",9.64900203602713,9.84102703024034,9.80199939700987,9.84593635543683,9.59696568191308,9.66446615479882
"Rcan2",11.1260248524387,10.9738065146725,11.0411404940286,10.0208919335879,9.65918437555765,9.84881334409973
"Ap3m2",6.97455534973455,6.97112308708387,6.98697396262297,7.13725084324615,7.03807429896352,7.07352782689108
"Abcc3",8.95204318472142,8.85741153152342,8.97357644448531,8.92164193539685,8.98603943989671,8.8849916012839
"Abcb6",8.71354258720927,8.7429191830015,8.67418247551446,8.68625050873868,8.78750096821803,8.79092414806929
"Ap2b1",11.8626495776957,11.8544332094598,11.9257351902273,11.8692928491374,12.002328564221,11.8686169100297
"Phkg2",9.00830087286645,9.04866569746167,8.90749244588876,8.98536231130238,8.85430236586565,9.04082317785931
"Napa",10.7419356964342,10.6891329615973,10.6818094691239,10.8973648840382,10.8700161068603,10.9174153553411
"Gabra4",0,0,0,0,0,0
"Plcd4",2.23903502717935,2.20784094433235,2.31624391921195,2.48744323713659,2.39699345184715,2.34941241103577
"Dnm1",7.05719832682765,6.36127542490409,6.44526886013525,6.99452793244994,6.21296432134421,6.8677141426277
"Baalc",0.190558825056822,0.189861935368525,0.224104381758155,0.190791577177974,0.25861416433026,0.190808869208635
"Caskin1",5.64652462074138,5.42056365279065,5.39077428211142,5.51675857416241,5.5859572112326,5.69412774735211
"Cacng4",-0.622480503112721,-0.592449083597136,-0.607095065638118,-0.59157836346137,-0.622161635674465,-0.607239727284728
"Cacng6",0,0,0,0,0,0
"Cacng7",2.67603997928189,2.60830046607942,2.67406018411792,3.18004218415915,2.93142683679555,3.02384454904009
"Cacng8",0,0,0,0,0,0
"Dynll2",11.1122247559447,11.116028627012,11.162720322721,11.1356381681923,10.9375133723238,10.9879821390154
"Manea",9.52978946276319,9.56049280128622,9.6128286382497,9.64479846344893,9.922240353093,9.71583190204597
"Slco2b1",-1.50270991905979,-1.46096987258806,-1.49191853456152,-1.50263134339913,-1.50146105773802,-1.49196756183098
"Dgka",9.20813518740555,9.27373498156255,9.36223967174235,9.26974999878738,9.38593282801425,9.20653682614252
"Fabp5",11.1100072083145,11.1798785473743,10.8539994000499,11.2157445593993,10.9263275994684,11.3619795572283
"Arhgef5",9.41935203591244,9.45042532798543,9.66895581783381,9.76113605245834,10.0687023378524,9.68085205927052
"Cdk5",8.79117187713175,8.71170299965221,8.76664688221248,8.8285980231777,8.8615374797038,8.82985830762025
"Msmo1",10.5444767187414,10.2708184119349,10.1127758056995,10.6528984986376,11.4688969605834,11.3557694892492
"Olr1",8.10717935531458,7.64271994341977,7.05657583396877,6.16546091928852,6.86217174856754,7.33219014932644
"Slco3a1",9.09878796004365,9.15345761026097,8.82673179829085,9.43128105879713,9.26045044849468,9.64525674050737
"Txnl1",11.1026838995196,11.1695015931079,11.1205479569045,11.127011759745,11.1578676620708,11.1579845003172
"Bnip3l",11.6936545697171,11.5829730215414,11.5530463147535,11.5206184904073,11.3483644447269,11.5197589484429
"Il2rg",-0.583558828389101,-0.583617568053069,-0.614703940472513,-0.583539202754811,-0.583233544369033,-0.552270631310495
"As3mt",7.79029161557042,7.78441345417881,7.89481101625376,7.85785169092642,8.13160093845504,7.88726783331158
"Daxx",9.58827521729784,9.67777401670845,9.55378986320858,9.52841418783958,9.46726923223934,9.57707646383402
"Selenbp1",8.14749849921892,8.03655801183787,7.48330073796346,6.59659856193006,6.82285710818128,7.31845535262061
"Pde7b",6.38942644827043,5.86247160856431,6.15362212281639,6.47789098729325,5.39166944669842,5.90710712259682
"Faim",4.61993420271022,4.98577155177321,4.84343395649536,4.95720076343458,5.14093167518316,5.00848514005523
"Hnrnph1",11.1295517163348,11.3153848541754,11.2641802549926,11.1067169834292,11.311043513994,11.1671682789741
"Bnip1",7.608280889565,7.59465199505025,7.53420556019535,7.67500964438606,7.76644384940878,7.7879876290097
"Trpc5",0,0,0,0,0,0
"Elp1",9.78793787829049,9.89904712610263,10.0566063971953,9.91611665784862,10.397657672916,9.9437732703836
"Afap1",9.74162614349734,9.96833271979891,10.0733223591654,10.114968998435,10.4587348569598,10.0685090001801
"Higd1a",10.2107147776109,10.1041034637718,9.96995688907173,9.98369467906057,9.72660843032297,10.0426037863114
"Psmc3ip",7.0978464299061,7.22842262007128,7.11547094357453,7.07277974563923,6.83759016689781,7.00284853768268
"Trim63",3.6651354625815,3.34442266582346,3.47948117016469,3.6133834990029,3.34059436515706,3.50228682611777
"Arf3",12.3535798554022,12.3123267963577,12.3318107809565,12.3178004529369,12.2768511929025,12.2984683678432
"Siah1",8.64027359740664,8.60406955117315,8.67036047007653,8.47923714783005,8.76208206280562,8.5724707095312
"Ddit4",9.55955665880247,9.40233041663333,9.40243703501548,9.55196451356675,9.51380009493228,9.61138880695194
"Ppp4r1",11.56922398362,11.5468376637837,11.5336996135453,11.4559114507676,11.4125318983164,11.4585528846986
"Rtn3",12.0483845443816,12.1033209457568,12.0472775511965,12.0292515755011,11.8865388768737,11.9864704200601
"Paics",11.7363956681986,11.5775659007898,11.6256954104087,11.4977638637959,11.3594166065463,11.4598756092566
"Ugt1a7c",5.40986863713219,5.04020023544807,5.22681392189076,5.74126711085131,5.36401847454599,5.55086330709802
"Oga",10.5833018029823,10.5409327678247,10.6191857181735,10.595674606476,10.6800251393147,10.5807814401254
"Cyp26a1",0,0,0,0,0,0
"Cfh",9.55261170577527,9.37931258501056,8.93098804341838,8.94071178447558,8.09756155416593,9.0541107712953
"Il23a",2.96492060298113,2.8385740392196,2.89640821541551,2.9191643008121,2.96751533409312,2.94867892313746
"Coro1a",3.25580176459507,3.45551803668764,3.406730007138,3.43977946891054,3.38769199946101,3.36266562768913
"Sdf4",11.94337033594,11.9122303430596,11.8926855704387,11.9195968274373,11.7825586492027,11.8861925073811
"Skap2",9.42384981175358,9.38935585378383,9.34630293679824,9.31469470306327,9.28778502467543,9.36153975983983
"Slc36a1",7.69197413532781,7.69202160934117,7.65245566759342,7.94346141241794,7.92144346395018,7.97199464292513
"Anxa7",11.5789103614685,11.4651991406689,11.3052235104057,11.2562496693426,11.202621999573,11.4462670751208
"Hey2",5.94790308707734,5.86925742256987,6.26004788609097,6.68577862749861,7.25163661787384,6.61723999141887
"Hey1",3.635487574017,3.73336381851439,3.52111658870408,3.98828250542015,3.79063518731208,4.05276795392773
"Dcbld2",10.7475450143055,10.6181701277576,10.7369523908155,10.8056533582043,11.148008976627,10.9227363476317
"Trim9",-0.699467512806195,-0.730084370114676,-0.700087681870355,-0.641090776111665,-0.729732015907956,-0.700099655599891
"Lcp2",0.397994761903407,0.397286724880814,0.344430976736538,0.398231236617142,0.367882334562227,0.436266552245257
"Casp12",8.26432394992597,8.2508591610914,8.46985545470982,8.4482456620175,8.55429662547828,8.28900724454675
"Ggt7",8.36881972583027,8.50404000577062,8.40991460670058,8.75498536406379,8.65369762743,8.73085675484676
"Runx3",5.34832626900271,5.31829368428324,5.71802689384948,5.47494100855941,6.36336138979947,5.53443428197294
"Tnfrsf1b",8.31801756547977,7.61841721611594,7.78182639972894,7.76209708912304,7.47375881966071,7.80431894546079
"Eya2",3.32081849720722,3.0860271836959,3.10818508288339,3.53961995657351,2.85498849051399,3.29254198111192
"Kcnk15",-0.973439800724921,-0.973484543818995,-0.989052897985859,-0.973424851165305,-0.972568428276959,-0.957405914007232
"Sdha",11.1360153084002,11.0483387894702,11.0065728937511,11.0194344056376,11.0061797898883,11.0984112529471
"Lef1",5.14575930313646,5.41781226933044,5.71517335040328,5.18919792465966,5.67742062276245,4.99992170954122
"Psmd9",8.97812492401775,9.14696999817708,9.0641850590494,9.13625256908459,9.08249804388848,9.10773770853455
"Hspb2",6.13023968354323,6.36206592459243,6.59110772240385,6.21619865160931,6.66112300326174,6.09370590909951
"Rps13",11.8968988841686,11.9780794003428,11.869111274882,11.8666600197791,11.9611728239579,11.9822942892422
"Acaa2",9.57654355890788,9.50669171292207,9.59615140350765,10.0134648611392,9.81540019870632,9.85989876233008
"Lcn2",16.4947713380471,16.3856731708502,15.9867424671317,14.9157383122524,13.5755794577741,14.6991386723302
"Galnt10",9.84686130739794,9.78215386634608,9.80448273945502,10.0504437907579,10.0850311203949,10.0777623029934
"Ifi27",10.6602503685528,10.6658035000374,10.6731912666966,10.6605600047573,10.6736700114585,10.6569506757064
"Cygb",3.11375231789021,3.06108717162053,3.10110801931083,3.24639834985796,2.87901496411761,3.04901838243233
"Prkcd",9.6464921986922,9.68957338382337,9.69164153726361,9.64600554759669,9.75761990873443,9.67820398215973
"Ryr3",5.92166714221651,5.77061269852636,5.68909356643469,5.75599415613381,4.68523391943026,5.37766039171879
"Slc5a6",9.03099413017658,8.74897536297383,8.86227622798464,8.83800271496316,8.68491820427029,8.78916897820729
"Slc16a10",3.22218176063195,3.51351776387878,3.45679265337559,3.38729149577333,3.21426549879582,3.21183560616436
"Slc38a1",11.2536007237862,11.5748118707199,11.6462819029886,11.3209633174778,11.4280726409509,11.1424423734788
"Dmbt1",-1.50288212890579,-1.48184327901397,-1.49194109620576,-1.48152244204877,-1.50161594915272,-1.49199080335487
"Slc38a4",-0.40490276522948,-0.436757251646357,-0.398354405232808,-0.315501386613095,-0.43628808962871,-0.398370341326014
"Mark3",10.197841313334,10.2612856152183,10.3280785201982,10.3776402396221,10.5146061718423,10.3476081498101
"Fgf22",-1.01513876069038,-1.04582350620345,-1.0220604420325,-1.01492559587858,-1.01250275205833,-1.02213486538287
"Fgf21",-0.580852988201464,-0.580911865149944,-0.549292971967784,-0.580833316717966,-0.580526945496856,-0.612269585815332
"Cs",11.0317732709547,11.1184564865716,11.0551163294875,11.1808748150576,11.1115868956317,11.1662294046203
"Acot8",7.10050398614647,7.18869598277881,7.31619149308477,7.18954505480131,7.25639088314558,7.05137646035132
"Fgf12",0.860101931679244,0.859350764397371,0.808907502627569,0.860352806204111,0.897042059577987,0.929516278301788
"Fgf11",3.33163322197042,3.2011125320298,3.12262775373155,3.42365072789051,3.22311931141915,3.46713014292339
"Tas1r3",1.71756202049283,1.77158609002454,1.82333310356863,1.80185188245014,1.81674620212772,1.73053999397899
"Dhrs9",3.88431981342879,3.92996387402728,4.05826559545895,4.07757338775333,4.415610824912,4.09546835460176
"Pnma1",3.60969629544464,3.79673885597259,3.72289678217691,3.61221099716553,3.62912180982734,3.60098719702814
"Samsn1",0,0,0,0,0,0
"Adgrl3",2.55181771046531,2.65385134149086,2.65386860585125,2.73104587769241,2.62320686875521,2.62609229335064
"Atp6v0c",12.7019405766673,12.6805378693097,12.6823714123542,12.8136496426827,12.7040422092102,12.7677137365808
"Rasgrp4",-1.01415055497193,-0.984012878719041,-0.974071967710933,-1.01413584012692,-1.01280295655293,-1.03847914747448
"Hadha",11.1068312730731,11.0067399223607,11.069940786539,11.0476363231648,11.1141415772706,11.0677337613956
"Lhx3",2.51359883864333,2.42481138124815,2.53089124950962,2.59453725426538,2.6419414347449,2.55655320494126
"Nphs2",-0.377848205607566,-0.349629768954283,-0.370868002693624,-0.348013121109467,-0.408010881598717,-0.370882985941393
"Palm",10.1315760822141,10.0666225340782,9.9666103177016,10.2055747505127,10.2365062923424,10.3535295118721
"Atp2c1",10.1724621268269,10.0981508102228,10.1231513083238,10.0608327526201,10.2475492534013,10.1663461632117
"Dynlrb1",11.7118059219924,11.5719861324947,11.5224077764139,11.684973440063,11.6445743595727,11.7842621506476
"Anp32b",11.5739777021798,11.7687230659722,11.6969128358035,11.7356483384583,11.4167511848147,11.5506373099091
"Xpnpep1",11.3104808423369,11.1475300137586,11.1221803632349,11.2420615508457,11.1413687905361,11.2985402355038
"Grin3b",2.28439136999146,2.18972162916449,2.28169909553676,2.47235155360336,2.54885979781374,2.46596307974977
"Capn8",-1.97026328481269,-1.97040163442314,-1.97619430939572,-1.97021758432367,-1.96953693300546,-1.96401540888677
"Olr59",-0.598153767392119,-0.598213380509946,-0.590195712262596,-0.567112327615228,-0.530932966692544,-0.557010508842323
"Icmt",8.5515300931803,8.62962334048462,8.57943600648745,8.78112531776251,8.70103618713555,8.75222146279405
"Prdm4",9.62687693589433,9.62695976557211,9.58085951903402,9.59874763305578,9.5720516207734,9.6314584586138
"Atxn10",11.1793157320383,11.1960149993331,11.2633505690982,11.295001675625,11.3962915765357,11.2699614226679
"Steap3",9.67282044004429,9.17327869848197,8.97583708412393,9.06894489146918,8.48342108143627,9.22339547159192
"Snrk",9.06049328038425,9.04474412892795,9.03022731684618,9.15349599431398,9.19044905404496,9.19436391198939
"Slc40a1",3.45821664003147,3.4568766549504,3.88979920871054,4.38226920714879,3.46557108386205,3.49166758428582
"Mutyh",6.46108865197975,6.57407503310934,6.58762734101357,6.2831655712404,6.41361366851327,6.27834412140782
"Tob1",10.496276675403,10.4224932844453,10.4946695252421,10.6224012414902,10.7747051856656,10.66326866826
"Khdrbs2",-1.4866234800681,-1.48688601893786,-1.50946116635307,-1.4865367566238,-1.48524511997079,-1.4631845214472
"Taf2",9.74467103485085,9.76468162007942,9.76341147201512,9.49368991351208,9.76449435086736,9.62035698763973
"Ndel1",11.1476328593359,11.2543819124609,11.3454488810427,11.473749271151,11.5757464335325,11.3803063571974
"Kcnj15",1.97120361060011,1.91659349910032,1.90046533584243,1.99714513769914,1.71676092361822,1.90038624966647
"Zfp111",7.10127586749978,7.27680040566105,7.36320320386087,7.24389126249302,7.57307711412519,7.23431912102865
"Map2k1",11.1451016856663,11.0708421270641,11.129178262357,11.2133554532643,11.1999248956588,11.1854338184698
"Cetn3",8.28588811299358,8.30624576946365,8.22354569534242,8.21126596970092,8.25641873259089,8.3063635970321
"Ucn2",-1.00726119271541,-1.06654510875993,-1.04366112677735,-1.03614272378643,-1.0648391419031,-1.04373295680508
"Sphk1",8.96450743684894,8.23339379389258,8.89517828469846,8.6189805410023,8.85235958817415,8.43944239526053
"Tmlhe",7.72687834306863,7.76631199267099,7.74338854921306,7.65144389873791,7.70043424010154,7.67914568807648
"Kcnk2",10.0560951106618,9.8446239305874,10.2774913263278,10.2784444110416,10.387662093524,10.0059214465796
"Rbm14",9.96645607489903,10.0440481140745,10.0545688669894,9.97926843874621,10.0512445544593,9.9659397241001
"Efna3",4.9517891482518,4.92605504274281,4.99306795665479,4.8355103650487,5.03785404462472,4.88253634367923
"Zfp347",7.70024594545844,7.23483919583118,7.33851626178741,7.09641637780757,7.05683956813419,7.20565428182828
"Stk17b",9.81324518829817,9.77560763725245,9.95053183845101,9.82915013197898,10.3636902693879,9.94031477500774
"Lfng",6.88551479032977,6.7899124042132,6.95241824617359,6.99268434023452,7.19424355703311,6.97875929973171
"Zdhhc7",9.5004926541237,9.55072751008952,9.3775768165687,9.52652675163379,9.44075140498082,9.63167234384522
"Serinc5",8.73270706611842,8.64992083685133,8.76778349822569,9.08459265102849,8.81970172559446,8.87567764157065
"Tesk2",6.80945201909432,6.82614198036837,6.52470964721274,6.69430573460533,6.11035162178487,6.69541603071371
"Erg",3.83722864619209,3.91521919837574,3.61530809198154,3.83806490310537,3.85092540440048,4.1054109840553
"Mtdh",11.2789100113139,11.3457072334382,11.3441702634212,11.3343678014055,11.5531148295976,11.4118796744564
"Pik3ca",10.0735778241687,9.99609767726479,10.0244913274701,9.988560059076,10.0196234385669,10.0144381720681
"A1cf",-1.49513843884088,-1.49539197412214,-1.50041471944797,-1.472683752101,-1.49380734864738,-1.47809603740773
"Abcb1a",7.40863572335802,7.70861699452346,7.59323637544601,7.319692547574,7.61222627206107,7.43134939331227
"Nap1l3",6.95144501314201,7.11572707120367,7.13044932747106,6.83199153772262,7.01805920902026,6.82816208807322
"Ep300",10.1342359761661,10.0397619282046,10.3221693817141,10.050042402219,10.3084860785723,9.94409381086682
"Lonp1",11.3863405839495,11.3363859419642,11.4311891415766,11.5471599780959,11.6717942107622,11.5396512158093
"Cry2",9.76176111656669,9.56076015145486,9.59072225670783,9.4735252886464,9.58252911277895,9.59856557801562
"Agpat4",8.78535851464418,8.84468199286787,8.85694903038159,9.02606709783149,9.05239688237355,8.99730321347695
"Map4k3",10.5798972061408,10.4967097172276,10.6469437115388,10.5873999366226,10.6099571738743,10.4900383053938
"Itga2",4.49927208809822,4.49245878385372,4.25541359217104,4.50153914797089,4.65391530346455,4.81817906952265
"Ilk",12.0870432456861,12.1866718128132,12.2785756485376,12.522694504168,12.6156745366587,12.4274664011254
"Rap2b",5.61867888518629,5.76399755713179,5.56757370331152,5.28913795750528,5.34522715724126,5.44094707522079
"Abcc4",9.35100088683747,9.17307969191725,9.2087794727725,9.05531349039666,8.95130055666024,9.05656784013331
"Clcc1",9.69373892018958,9.65273985564202,9.57670431132246,9.53959503551838,9.54608058034187,9.63937288452346
"Necab2",-1.07715005989549,-1.01751631207909,-1.05389455589347,-1.07710621985411,-1.0439523374922,-1.05396790876698
"Bcl2a1",-0.365358467856475,-0.309181939738836,-0.358036401302082,-0.395935539288821,-0.361700012075726,-0.358051578177847
"Syf2",9.54211680821151,9.6457247858053,9.48267296252016,9.55117510526473,9.41575422720972,9.59471250072547
"Slc25a10",9.20554107829287,9.31636485332736,8.99864094971027,9.08982035472213,8.52928355548887,9.07186397120534
"Dkc1",10.1245552523817,10.326263894404,10.1874362433453,10.1887643620001,10.1527663168834,10.2087386694893
"Marf1",10.9325290511303,10.8750918431701,10.9594029859963,10.8015599751446,10.841800175267,10.7660875363596
"Zfp483",4.61504177236842,4.6704088489917,4.62793286252816,4.65149461907229,4.98110448502061,4.83109200019836
"Ythdc1",9.973890143355,10.0268409102496,10.0852655853943,9.942473277692,10.1738865169835,9.97327983874571
"Actn3",2.02120476645366,1.90722914424661,1.89857853798129,1.96712981764339,2.03728507571541,2.06784586404825
"Ppp1r14c",6.90665443240032,7.38444357563653,7.39277429013138,7.41943614742027,7.94736668454844,7.4361761298714
"Cyb5r4",9.58897112606473,9.55726307800081,9.53812209440592,9.5468593386982,9.56060943546788,9.5887293947099
"Zfp384",10.752382515473,10.7372049980851,10.7041003660327,10.6689089163129,10.6987465553732,10.7245211265894
"Akap5",4.31058458390651,4.24545785405318,4.41714725537707,4.39768430178782,4.91307948017765,4.51625585458551
"Il11",6.75699065050815,6.36763284351169,6.76671067243146,6.42067996258033,6.16893194234797,6.0904070270426
"Klc1",11.2415482584058,11.2395399225571,11.2836101355084,11.379258258791,11.6422605848525,11.4676933767948
"Fbxo32",4.23592226167489,4.17418167668793,4.21071845697355,4.18515959661347,3.92889690396595,4.05136176249757
"Mmp3",14.676516675923,13.7865918296365,12.9940131317669,12.7140096320942,11.72439125932,13.4567415667199
"Tcf3",10.8046821300492,11.0050677821888,10.9847693171244,11.0329795828059,11.0740777271044,10.9736342939498
"Dnph1",6.15551242415984,6.27438199050024,6.14616908489002,5.99923899240038,5.81493301559549,5.97586412643795
"Tspan8",0.328613777885757,0.327358355134692,0.329166823794589,0.357688930515515,0.302957663744942,0.329142539845865
"Folr1",5.78538922599601,5.78791230743912,5.59371803810517,5.65015235807526,5.41413365626934,5.7250757357847
"Mob4",8.69273341341565,8.65447349528869,8.64580190840396,8.53481246554582,8.74716191239254,8.66878873491738
"Cabp1",3.55417104224404,3.69680536223416,3.77315828010233,3.83189114791697,3.75800948618144,3.64728023918597
"Mmp13",13.8366630565707,12.7948162517936,12.5151154353634,10.6501977542013,10.00898657965,11.1302163857444
"Pank4",7.91308016237204,7.95383360860072,7.95983390855493,8.01570635863706,8.08417514533921,8.02356372891959
"Cx3cr1",0,0,0,0,0,0
"Cbwd1",7.26037706564573,7.3349706281068,7.44546993968327,7.32791913170506,7.46686373580624,7.24959534094865
"Rab3c",-1.97457454023506,-1.97470288671596,-1.97158314789738,-1.96320736479374,-1.97390070604031,-1.97160960099515
"Wfdc18",8.47218959723331,7.35889312611904,6.25387744205532,4.78777039449747,4.16904198989297,6.14007011181607
"Il13ra2",4.69852082603773,4.52497190358457,4.24673152875798,3.86068155885712,3.70713817975037,4.14892470535692
"Mrpl17",11.1450728035376,11.2701198881249,11.268604562737,11.3595084332909,11.3558830595019,11.2966875294905
"Gtf3c1",10.6437058360585,10.7324172158765,10.8725217848621,10.6901651654056,10.9201041184815,10.620674383049
"Igsf6",1.35625738445787,1.24612789045768,1.27520708029139,1.24792528761349,1.18834519529488,1.24412079862057
"Pou2f1",5.41558773628901,5.44588731684052,5.40720757033445,5.23759573371963,5.37529585208865,5.32997574913446
"Usmg5",8.35039041324512,8.33255182202043,8.44707482907669,8.31604427329452,8.32855527651745,8.21669606346206
"Ptpn21",10.4254798897215,10.4061848992622,10.5212216324449,10.3557895923791,10.4872765833297,10.3161438499014
"Ppp1r15a",10.967685506502,10.864200500927,10.9908726084815,10.9775834824326,11.09488155055,10.9613029117242
"Hdgfl2",10.7216373911423,10.8375262080221,10.7457413689439,10.8537061707337,10.8099658697804,10.8656764508953
"Mlxipl",-0.591744602647929,-0.591803262349296,-0.599785339391767,-0.560757348839576,-0.591419747928317,-0.568077141490792
"B3galt4",5.28753127272456,5.0912809109269,4.9958180725772,5.03325038186654,4.67416791647248,5.04729716841805
"Csf2rb",8.12946883656263,6.95647889737728,6.68811670728865,5.18870709635242,4.87761039070568,5.88801590321035
"Atp5mc2",12.0095987633662,11.9327995551372,11.8802907851242,11.9105683541072,11.7963881091136,11.9443866057379
"Itfg1",11.5890156415775,11.5099921690051,11.5167145018899,11.5153257008754,11.6261017307196,11.6035031191989
"Nat8b",3.73254208875866,3.54347304026579,3.48025712167453,3.82324674297999,3.53346447062006,3.83610604963772
"Pcsk4",4.52323563190492,4.39996447534193,4.28797021514365,4.12656600004001,4.20405179913401,4.33893873806678
"Trak2",10.4753363989577,10.3657057632439,10.4097907930402,10.4718949776118,10.5257405794182,10.5095480665755
"Mpc1",9.61823295814151,9.65833185999452,9.5067567751185,9.65770733886921,9.45232480888673,9.68654170782749
"Inpp5j",-1.96330578072834,-1.97467771779471,-1.97158009411096,-1.97450818547655,-1.97388122359951,-1.9716063596886
"Giot1",6.83882310984553,6.64044302781537,6.56879571884395,6.59109702052679,6.65814238850376,6.79545705450177
"Zbp1",-1.97495542800283,-1.97509807349177,-1.97163076635526,-1.97490830847296,-1.96162005589799,-1.97166016657752
"G3bp1",11.5691829982383,11.7926867023628,11.7425868404178,11.6254407045941,11.7629073633081,11.6325220438338
"Shank2",1.43712630257838,1.34772064033958,1.3521215008744,1.4088462177764,1.44754470221991,1.46849743058273
"Cst6",4.47560096841075,4.28792006453645,4.21386822394393,4.30244771375444,3.78724144873239,4.21273687377308
"Adap1",3.03185651103557,2.92401356789603,2.99531866004446,2.98150508887634,2.84222724164533,2.89448254468217
"Rasd2",-1.00354876464065,-1.03393997899447,-1.00250130157643,-1.00333752175716,-1.03251101740012,-1.03416733981977
"Angptl2",8.73890043410909,8.39884157652342,8.46504856571327,8.97217122722352,8.98101506612968,9.08041558627959
"Cdc25a",8.96646076685579,9.23838241140433,9.29340036575332,9.1779306445587,9.47309764603136,9.13453536867177
"Cdc25b",9.17370288102492,9.40148188787529,9.32717683190629,9.31474256159937,8.9181437990975,9.07685873289225
"Gper1",5.31433564733216,5.12659795319612,5.34196779032843,5.49310572072285,5.54121500069523,5.39565937064475
"Lnpep",9.62042368761171,9.7092246641366,9.52691943215972,9.13153000599437,9.48682647229649,9.44708298285986
"Il1rl2",6.83120145957508,6.85525340936119,7.06656970546174,7.57382395230129,7.14371303808703,7.13542622420055
"P2ry14",-1.97457454023506,-1.97470288671596,-1.97158314789738,-1.96320736479374,-1.97390070604031,-1.97160960099515
"Dusp5",7.97097547184165,7.56055357725404,7.86902176931859,7.70952561023495,7.56516126680426,7.53408619374885
"Rab26",6.90913176961287,6.85720664554767,6.79093810031054,6.85948038397256,6.74619543101728,6.89506901476465
"Wfdc1",4.58272401141877,4.4983600451226,4.85010293335391,5.16409435261031,5.78052983295574,5.1627511876998
"Blcap",10.0107481874108,9.89881752178552,9.96431745961403,10.0070854567731,10.3037006549722,10.1458584508568
"Ndrg2",8.55338276103527,8.68894146846029,8.46697223170175,8.01765060945875,7.35595021772547,7.84099029663814
"Pde5a",9.26647529686905,9.1317698283371,9.04021685325282,8.42401979542347,8.00331073091365,8.37257097251881
"Opa1",10.1108227232048,10.1655012213205,10.1944037265171,10.1402075015271,10.309398397386,10.1685611952021
"Ces2c",0.858598597067346,1.1949757318306,0.979331866992511,0.858668092795108,0.85974802762109,0.906663357664563
"Jmjd1c",10.0484514169746,10.0410234497029,10.0952471286979,9.86331247303893,9.94079628824136,9.85154468528104
"Ppp6c",9.81017119915691,9.81702636396819,9.79910183618209,9.7859686030543,9.85754383401367,9.83625316391446
"Rab29",8.3059668730311,8.07158382393444,7.99189465253188,8.08007603814042,7.60127205467645,8.03755474235933
"Rph3al",1.50846313921867,1.56244153774468,1.59739919009778,1.59256874249804,1.48344229354868,1.47605866640725
"Mms19",9.41494299657527,9.26121384676807,9.33318030454726,9.25623496500363,9.22709746542668,9.24656433233958
"Ptprh",0.20717566545124,0.207073389474145,0.231178272378863,0.268085137311147,0.241824409390202,0.230901028434504
"Ap3m1",9.89977153153769,9.88351807608796,9.84387271348101,9.95775754853477,9.72628458560942,9.88979315740391
