"","WKY_Joint_3m_A","WKY_Joint_3m_B","WKY_Joint_3m_C","SHR_Joint_3m_A","SHR_Joint_3m_B","SHR_Joint_3m_C"
"C4bpb",-0.994565080754351,-0.99461204908551,-1.04306850927961,-0.99454938955025,-0.993148367501422,-0.945368934166154
"C6",6.93100869330824,6.94670668854374,6.64903354057251,5.74122454618111,4.91672045815277,5.61879665252042
"Cacna1c",7.17756119124975,7.14061777273771,7.70299920503323,7.57654772454826,7.97375084086966,7.23123955966946
"Cad",9.91132670101507,10.1383462575848,10.3073377063482,10.2440754882183,10.5537275628007,10.1164002984613
"Calm1",12.8422367809888,13.0238859256773,13.0870121824947,13.1453654812188,13.3317231289407,13.0845934759181
"Calm3",9.86814769007433,10.1323887201868,9.89115597432123,9.95203584738263,9.67670776727088,9.92348403813609
"Camk2b",4.74347843724842,4.85954990212991,4.81912412866233,4.90254112955374,4.89395843360518,4.8806398226063
"Camk2d",11.4151220739929,11.3502011386498,11.5150317822076,11.4495126403356,11.593045557936,11.3889089232495
"Cat",11.3547325751446,10.9041610509582,11.0678511580609,10.8849552973414,10.7129926382116,10.8605696227671
"S100g",0.723834506051267,0.72302788394378,0.779981076002675,0.72410381244916,0.948880590144785,0.779942320291821
"Cbs",4.62414131922051,4.61094966105793,4.5566661512876,3.97078068417078,3.79869055027395,3.94561495607398
"Cd53",1.78366970207487,1.5441346635487,1.53273190779828,1.54609586869132,1.51943035538072,1.66393338704952
"Cebpa",7.39443387999596,6.86445709399402,7.16649672743703,6.96751143632931,7.06478447947279,6.97909671745901
"Cebpb",13.0031129050979,12.8162816611485,12.6929090144378,12.6697006871743,12.3068914437539,12.7050843341495
"Cel",2.48579998768784,2.45502441288156,2.63363607279302,2.48668919565715,2.66759683710236,2.41391914387143
"Cftr",-1.50288212890579,-1.48184327901397,-1.49194109620576,-1.48152244204877,-1.50161594915272,-1.49199080335487
"Chgb",-1.02418019612173,-1.0242258794903,-0.999522922852128,-0.992773059185818,-0.957066531404313,-0.999599910248952
"Chrm3",0,0,0,0,0,0
"Chrnb1",5.31152112324476,5.19086372321241,5.0872299509918,5.07247691732055,4.80329502676548,5.1018484442798
"Ckb",9.41323767146738,9.75421629336132,9.64290394961625,10.3090961747648,10.6520461169047,10.4213941786328
"Ckm",-0.989435802086318,-1.04999811163976,-1.01861897216607,-1.0499402359744,-1.04830179790537,-1.05021900163685
"Comt",11.4413039680819,11.2069956906873,11.0903880602051,11.296779747601,11.0353827639084,11.3998430249342
"Cp",11.1840128795108,11.3373074803402,11.1127382342924,10.7842014217325,10.2819751549871,10.6810102339929
"Cpa1",0,0,0,0,0,0
"Cpb1",-1.49539490627679,-1.49566186272519,-1.47739532513148,-1.49530672359091,-1.4704381859381,-1.50100551413401
