"","WKY_Joint_5d_A","WKY_Joint_5d_B","WKY_Joint_5d_C","SHR_Joint_5d_A","SHR_Joint_5d_B","SHR_Joint_5d_C"
"Arl2",8.94829646484637,8.89876815695338,8.82530997919732,8.83546073675177,8.93999956456906,8.98595248236297
"Pirb",-0.673775196705079,-0.788602339638477,-0.759963166077908,-0.788590469212916,-0.788621411690998,-0.759831542545827
"Rida",7.72805920222577,7.99601165399025,7.84277176324889,7.84381164164273,7.85782969389712,7.87008433262906
"Pfkm",9.38445295934764,9.61731045551555,9.55593382803555,9.52622699750412,9.58897356545807,9.50254816087714
"Ncs1",9.46184452702549,9.02247960139865,9.34399665220923,9.3979349797191,9.44634312896338,9.32030446634408
"Wisp1",10.7199381371636,10.3730976597844,10.550219897856,11.2059068040264,11.2052442506166,11.2018735279395
"Alas1",8.86118942727314,8.72662040447879,8.80420840595401,8.81950434570472,8.76934713744702,8.78412225149783
"Dhodh",8.50923531567419,8.0266142374237,8.09753449850702,7.84544259852622,7.86859802927447,8.02741059194227
"Amotl2",13.4425981843491,13.5133561444445,13.5557549693485,13.5439869277747,13.5406122113382,13.4645217646048
"Rab2a",11.7454188008543,11.6199928541106,11.5903740629598,11.6606604784318,11.6708749172873,11.7580994623822
"Clns1a",10.073117377093,9.94947716144057,9.87916255266585,9.92985899233564,10.0292059131527,10.1116671693451
"Litaf",12.5567187235175,12.6032564325677,12.6432870585692,12.5107657720158,12.5829813849856,12.4835740979741
"Dio2",2.7600052505015,2.84434601378875,3.00036013976102,2.99048233605589,3.05087821482799,2.82249576782604
"Htra1",11.9851014123836,12.1814373959878,11.9587397151226,12.0805372402487,12.1372911062893,12.2334438623322
"Tmed2",13.5134476472411,13.2364873778454,13.176247640119,13.1852347341264,13.1711785069957,13.3769264929853
"Sec11a",10.8980425927464,10.7883361822444,10.7403690344679,10.7796218941356,10.8034569824976,10.8943597913441
"Scamp2",10.2070709475566,10.3310522536504,10.3534137354892,10.4275048369865,10.4409331916856,10.3498668794503
"Scamp3",11.1661646184683,10.8971776221631,11.0482460062743,10.9467164358503,10.9765746896701,10.9450706768016
"Scamp4",10.9630302056607,10.8779804353556,10.9071614501623,10.7916082477607,10.8595615377056,10.838928763079
"Scamp5",6.54746480465556,6.71106952578859,7.05898280669682,7.24043590971807,7.32294579416622,6.8519752104674
"Limk1",8.91269867097446,9.04308083992404,8.93922613840896,8.87489617013433,8.94963062523804,8.95092701472647
"Snap91",3.74009662189892,3.7131432427725,3.49848961762933,3.77370353063193,3.79908759576447,4.01452587790458
"Ppp5c",10.6397429147111,10.3183213217557,10.4283718945477,10.3363970656491,10.3023916078976,10.370054560459
"Kcnd2",2.35198919559023,2.41609162716701,2.28528774069677,2.53159661768388,2.71951002642345,2.72430599273552
"Aldh3a2",9.93551611413731,9.88901133573495,9.86866560150727,9.94567284810914,9.94237809760364,9.98762359628526
"Gabrq",-1.47918056389144,-1.49921052703475,-1.48943218584175,-1.49915520916794,-1.47907361392491,-1.48887777116777
"Stk3",9.56560103690986,9.39453192502192,9.499890656605,9.35243553401762,9.33570517908185,9.32424618091063
"Rsad2",1.33679531912991,1.47095006780026,1.41018685996622,1.47171641631834,1.3654380642793,1.41226307379768
"Gabre",4.24576440298077,5.06137358545131,4.79915499878024,4.38359311863307,4.37972724449132,4.236074176998
"Slc27a2",0,0,0,0,0,0
"Nkx6-1",3.34607734845636,3.60138802054803,3.47085998497435,3.53401051193622,3.48223330091569,3.51099460595379
"Slc29a2",8.89338156411904,8.47830324980599,8.82812597075017,9.03958025505865,8.94907126475718,8.85204219612027
"Kcnd3",8.26397495902214,9.16171764243423,9.34914705974193,9.23876120185703,9.06396223041347,8.5150609571215
"B4galt6",8.63184507764251,8.32317477503892,8.49738220949026,8.55240274405905,8.5332241717336,8.52294117474678
"Slc2a5",3.42136341938794,3.53056625475688,3.50370653649391,3.47062604750793,3.42373050039346,3.41943657452919
"Kcnh1",-0.998265912848641,-1.05572133386084,-1.05711429215947,-1.05571223324602,-1.05573595481242,-1.02560342522449
"Kcnip3",6.45526745100078,6.1053823085179,6.31539720299226,6.55648132740872,6.53309243110158,6.50971455602223
"Slc16a8",0.0887879624001055,0.0599628236495027,0.109563742282105,0.145510210067388,0.144429061936563,0.109781286744674
"Clip1",10.3541039609093,10.3219404449305,10.325126516557,10.3502583451398,10.3151420645508,10.3455958912083
"Cnn1",10.8590120912748,9.81627911714058,10.8360325545415,11.2109719144369,11.2694668896875,10.7418324517284
"Mmp16",9.82711360233258,10.3525123331412,9.95278761882175,10.3495028956319,10.313573148569,10.4685633710156
"Kcnn4",6.11309096360789,6.22078788202514,6.16916937074617,5.73742045139096,5.72971460313906,5.73133757933535
"Dpysl5",2.6431899558762,2.68059597856053,2.76037812812063,2.64387668753436,2.64348036861675,2.54519336717329
"Dync2h1",7.13799324228944,7.82830799022249,7.50806779449918,7.72580148613219,7.57679974614189,7.62638343789383
"Cyp2j4",3.96623254252881,4.40336049765193,4.28345667937762,4.14775374667403,4.2871788546545,4.11880614137702
"Agap2",1.62135349718929,1.5953378554232,1.60407491218756,1.65023243006169,1.74663990553046,1.70270693191476
"Trnau1ap",8.23586273657092,8.02383635715744,8.22246173665109,8.20336800631804,8.1424996593096,8.08032164302691
"Prkaa1",9.51709138267055,9.51007866477097,9.61450265554315,9.60671509612222,9.52572543751855,9.46530263499799
"Myo1c",14.0571846466355,13.6791419037088,13.8605903653915,13.8938045126751,13.8714456878911,13.8901980100637
"Atp5f1a",13.021417395792,12.7605762482472,12.7216100574755,12.718854501851,12.7502035304327,12.903915780686
"Mgat5",7.0104950557786,6.93498351104882,6.85618043897859,6.99683629805065,6.90896527946069,7.06945963319079
"Kcnk10",-1.96754109503237,-1.96742589884747,-1.96168821052579,-1.9673934396939,-1.96747833944204,-1.9732311759821
"Nup62",11.8040954757356,11.1318357754843,11.3931720935773,11.3713628730906,11.4011825945976,11.4610662658768
"Gpr27",6.24896283495637,6.45568659327132,6.47178107719136,6.73221028760523,6.80771683324367,6.65050719734694
"Vti1a",6.99503523468346,7.02486634161506,6.99755412970462,7.0497474176102,6.97540334004865,7.02497203727407
"Csnk1g2",11.6807281712524,11.682507872294,11.6570166329231,11.6920474809432,11.8060874593762,11.7736688590098
"Aacs",9.86517341568066,9.51146197378033,9.5520223299523,9.90300913789208,9.90756530601507,10.0415825867318
"Gucy1a2",-1.49958886026772,-1.47884888676486,-1.48945919130344,-1.47879270925442,-1.49948024829102,-1.48889616098556
"Arhgef9",5.75650948329955,6.40668366474619,6.02177694981784,6.28400251482472,6.19696883663568,6.30030529993523
"Adamts4",6.23816287107955,6.44686218600001,6.41109581830923,6.2139405219909,6.23189857651895,6.15433625948548
"Kcnmb4",3.40007790383567,3.21555685013676,3.22416882213877,3.18925446733883,3.2142883516724,3.28541996435306
"Pdgfd",3.95972259486969,4.58117958901879,4.21774311502404,4.04502157853864,4.00221007270289,4.07632380254096
"Cdx2",-1.96754109503237,-1.96742589884747,-1.96168821052579,-1.9673934396939,-1.96747833944204,-1.9732311759821
"Gapdhs",-1.96109239742887,-1.97149441658262,-1.96904229304321,-1.97146568874592,-1.97154082890923,-1.96875437279011
"Cybb",2.6788014857015,2.00186639185392,2.11427686457336,1.89165419210778,1.89132213492497,2.11754523772072
"Gfra4",3.3832357306677,4.08802122441825,3.6274057546858,3.50988817099994,3.48293836586536,3.60463599128982
"Npy2r",0,0,0,0,0,0
"Lpar3",6.61051234711556,6.75242743558504,6.35028996567726,7.07050898117326,7.05023002318055,7.39154942784994
"Trpv4",8.36986970384685,8.40825430464465,8.17827667938097,8.46568351030431,8.52869681523092,8.7079754876324
"Drp2",4.92831504802664,4.90533497512166,4.88400889415534,4.57894264915837,4.75117557703587,4.69787523051593
"Arl6ip5",9.46096526778048,9.36011217895875,9.31050916165321,9.29930573383594,9.31825679140494,9.40881082433684
"Synpr",3.90973602233336,4.45235396495229,4.0885975641048,4.06556469331505,4.22948947013522,4.23997451126316
"Wdr7",8.88185396066521,9.1072859131435,9.01790278447758,9.13865377695018,9.07538122486744,9.08368465333558
"Scn9a",-0.577130037272795,-0.577086243970106,-0.563184191866187,-0.547351016091197,-0.547753421045482,-0.561476167323603
"Shank1",5.86993660112642,6.25906760098592,6.19132447905201,6.56199162318575,6.69411107839078,6.50122897279243
"Bcam",5.56024522544085,5.3002099570329,4.8868342397431,5.43099358524836,5.48385416253783,6.00081722538686
"Akr1a1",13.0438480313769,12.8176351871635,12.8340856414342,12.9697390993028,12.9590300781116,13.0610405565432
"Prx",8.85441061632535,9.49781724373721,8.95080177813669,9.20287789943536,9.11146293720109,9.38248257021281
"Golph3",10.8000211428877,10.9785561389514,10.8022671403042,10.9013504725471,10.8690820889092,10.9722377813435
"Per3",7.63632881437502,7.86552611131523,7.61162956754467,7.60592907280426,7.46375965414933,7.67414225877725
"Apaf1",10.0811680383536,9.99026899077595,9.89209814091053,10.1670697428752,10.0983314954475,10.2763209928156
"Csf1",14.0042242096313,14.1146116815881,14.2330441168318,13.6098253015976,13.6176212877858,13.4400971234696
"Arhgef11",10.7575610399825,10.8848132789799,10.8580904771059,10.8126323838483,10.7702491568425,10.7545374527206
"Mcam",8.53354995720774,8.94906974464712,9.00893592739156,10.2284633543629,10.1855403343043,9.93937576786946
"Srebf1",11.2152382028259,11.1861296974763,11.1140404611029,11.4427685389294,11.4664128653333,11.5412341911795
"Trib1",8.84215794339453,9.05675505656564,8.98816967934543,9.01620900928937,8.9861869360295,8.9624847932941
"Birc3",7.96766223647376,7.74105939276908,7.8230102643146,7.10175263354867,6.97351842213864,7.06898607815047
"Zfp354c",7.05612608776182,7.64993509362307,7.21873214901679,7.7370698378421,7.57801649314069,7.79184160716705
"Senp2",9.45858917475029,9.37151735912592,9.24024903165778,9.30693063113394,9.31616759598324,9.48635334883892
"Prkaa2",5.46193274332232,5.87659009176852,5.76175225285572,6.3164402569943,6.40962718205186,6.27054288421279
"Kiss1r",0.587828819321584,0.617571676819206,0.637736017172214,0.587953277981624,0.645727967166324,0.581804853472156
"Camkv",-0.246903530858975,-0.217167220084414,-0.281430803661394,-0.246832713748555,-0.21742099611561,-0.182731426742384
"Mrs2",7.84867300530563,7.41218184324091,7.50539459897212,7.60825152380444,7.63668667018131,7.74750192229402
"Secisbp2",8.36627226934563,8.34624941917897,8.3099094439561,8.32111514401031,8.22159817862385,8.31770806162328
"Duox2",2.62022341470222,2.68767836942002,2.4995202958033,2.42549603654011,2.45183990148441,2.59309856527008
"Mepe",1.5388983793379,1.50885262995738,1.65190906960324,1.62611601853465,1.59712477303828,1.48358683083086
"Slc27a5",-1.96109239742887,-1.97149441658262,-1.96904229304321,-1.97146568874592,-1.97154082890923,-1.96875437279011
"Pigm",7.84567801061862,7.81904448024511,7.94448697468889,7.77593423232058,7.78524794814509,7.66846536097581
"Fgr",5.49668089516403,5.87337056796745,5.61576108940156,4.42223696821443,4.49217736536153,4.52647180895216
"Fgfr1",12.7231525714866,12.5513529906894,12.4754229214927,12.3281621181745,12.3827379940251,12.5172799156951
"Evl",9.26864221705109,9.37499197184771,9.34110236797593,9.5824276865169,9.53156485431524,9.53771099688954
"Apex1",10.8986585853032,10.68730237538,10.745196961422,10.7227359859186,10.7275315040184,10.7729172638882
"Arf5",11.8232488123662,11.7924624364755,11.73032734509,11.6848105594275,11.7468410889707,11.7933541035299
"Arf2",10.2832158601614,9.77890900071413,9.98648635216602,9.97995641644226,10.0468362940471,10.0579724335164
"Arf4",13.9845698224782,13.7182129992226,13.7662745231005,13.8192966742903,13.8418491909914,13.9156898203908
"Arf6",11.3269677955869,10.8217789417423,10.9415688840208,10.8939881439298,10.9576802572393,11.0586386852283
"Fdxr",6.13676730110482,6.0856979452641,6.10299166120842,5.84525236935555,5.87877523477677,5.8702547640422
"Asic1",1.73779834513405,1.81942653226458,1.67211556637456,1.76710587451676,1.79254186098624,1.88632074007624
"Anxa4",11.1001947758443,11.0518858788035,11.2059342340449,11.1847176343077,11.1150223191437,11.0199760700047
"Anxa6",13.3645397284492,13.4352308387954,13.3811240333753,13.5910094804551,13.5944813188465,13.6115066498977
"Cfi",3.69490543446208,3.84250169496606,3.64114258136161,3.40957162502611,3.30768652547978,3.4861900586054
"Dck",6.92050810432117,6.73709363341585,7.08551542675629,6.618663283865,6.65465457539462,6.37994437174203
"Dab2",12.3569000710337,12.5915308828904,12.3941872463794,12.2604517948369,12.2222532249129,12.3213807404576
"Cyba",9.59693661123037,9.85093057409135,9.99258489494229,9.73766831869064,9.80535397222472,9.50285984317625
"Dnajc5",11.2217921538267,11.3829709786221,11.3195151083637,11.2860210966484,11.3113621892442,11.281558100807
"Fabp3",10.1566021693987,9.94586857888524,10.711562642674,9.918405793855,9.95204006163392,9.27489565921249
"Begain",6.56743629721789,6.90381016334674,6.62092762266109,6.37815758821052,6.45495416957161,6.53125148651229
"Epha5",1.13182757304579,0.946844294431873,0.958130948596794,0.947029340757361,0.946546918482478,1.02799311476196
"Frk",7.53127509662175,8.13605431130628,7.96668381958876,7.82502226443757,7.79102588181228,7.67500495750018
"Fstl1",15.7531303795139,15.8894113916608,15.8701424678277,16.0838391919213,16.1167937328484,16.0514448801445
"Galnt1",11.804863576248,11.5912406972367,11.8345345789877,11.858335735215,11.8286936912153,11.7070322709698
"Mtpn",11.0497188211153,10.9897489995769,11.0859050078301,11.1009975072542,11.0518134058739,11.01023435908
"Gdf10",5.73532742604966,5.94446865634772,5.41564785965476,6.27112210986452,6.34447976814339,6.73205112054788
"Gja3",3.29932898515838,3.33477794865373,3.1004643134396,3.5162305998846,3.56536700614581,3.75738795648166
"Gng5",9.9769453063532,9.83729878868891,9.85444848115737,9.83379941335226,9.90561253316924,9.92237953962443
"Grid1",2.38496756641639,2.44935636463823,2.50480290897356,2.4801373838295,2.44871547399711,2.37678548546706
"Grid2",5.02630104969647,5.06622686866653,5.02174628009909,5.96707054110985,5.91613408550698,5.96611999239083
"Gk",6.44998029098983,6.58014863673924,6.53663218375421,6.42027991625588,6.44414699514619,6.41064573581136
"Thoc6",9.53281927887991,9.14994675736997,9.14344321678131,9.1199244584388,9.16709105096126,9.34144755604366
"Hhex",0.459927051652896,0.324349111943368,0.340975555095524,0.324372367685661,0.324311749219237,0.375504585155057
"Hmgcl",7.38537189206352,7.53716331978756,7.50663381201111,7.33843167373008,7.38011920313717,7.31390923234806
"Hmox2",9.46415378156694,9.30735224640291,9.31630959955347,9.20613964617547,9.18002487714508,9.26252567609174
"Nr4a1",9.36287565013955,10.0163541993286,9.64289823002466,9.37691465624813,9.20536680303307,9.33785742435002
"Hoxa5",6.51298392888344,7.14144542490375,6.76505974471862,6.87027288752256,6.88217332061692,6.93837803624472
"Hpgd",5.75878568486767,3.43306324182773,4.20739265180066,3.83259836489749,3.82537178964168,4.21751688881662
"Hsd17b4",9.89553764331792,10.3147531277587,10.1444846830584,10.157910831875,10.23489363688,10.1570629368575
"Hsf1",10.1381099680541,9.97322581692243,9.91329596318738,9.89147484669672,9.9816196254506,10.0789191653745
"Htr5b",1.04777520635016,1.13840569872455,0.980512761848649,1.04796708509796,1.13767114563886,1.20539680605711
"Abca2",8.88792286480956,9.62107505595483,9.48518306003995,9.22576366448969,9.27442783226983,9.019411648722
"Abi1",11.1209339384743,11.0252542742797,11.1217541222829,11.1804085421611,11.1210041697702,11.1020463400598
"Aco2",12.6027715962734,12.3769326579509,12.3876173486078,12.4577406944222,12.4516036860937,12.5569069687623
"Aspa",4.94128242766341,5.87664996140323,5.85733612817288,5.93111784742537,5.91409323296363,5.47423560655494
"Adamts1",12.0860390340259,12.5386042585466,12.8706575135529,12.9268425184585,12.897760191841,12.3539654878831
"Avil",4.6686966795516,4.67650683311714,4.73783281618011,4.72590711359869,4.68882986763872,4.64213743077296
"Akap4",0,0,0,0,0,0
"Atf4",13.3183946572023,13.1671054361822,13.0796209213756,13.2503391632301,13.2732982386651,13.4249478262642
"Hnrnpd",12.0105168769416,11.4210141505465,11.4533220933419,11.4876701061298,11.4446533634044,11.7286051551692
"Clcnka",3.45695052355055,3.51462584613742,3.63216829836455,3.59290092260611,3.80545586783199,3.55279828169849
"Zfp36",10.6760054318402,10.2672589240394,10.5289762964826,10.3540695693477,10.3490148960895,10.2941981141758
"Luzp1",11.2822433084617,11.2939813380116,11.2998697459642,11.5212716953465,11.4478776683374,11.4728172591144
"Pdgfc",7.90064615098534,8.72363811748698,8.47553402790654,8.65503936432673,8.63798049596101,8.48311803647349
"Clcnkb",3.87111291846804,4.097769205205,4.02262807809231,4.081594930109,4.07667339469005,4.04094714614374
"Bhlhe40",10.2496393534547,9.89559909292408,9.90408013561739,9.85569954962337,9.7356164642773,9.96419709452235
"Myh10",12.7515376910122,13.1208344538451,12.9865259985551,13.4088737433059,13.3611111417954,13.3346525164242
"Rab11b",11.7729400906699,11.9706204164654,11.9287778078143,11.8733364725144,11.8671223937246,11.8132318788729
"Ube2d4",4.23100699560248,4.12561067314323,4.06860354801578,4.09222894153909,4.20463040527856,4.2581349597659
"Igfals",-0.987990371455989,-0.958103340544358,-0.949496213483185,-0.987947359989971,-0.987972193091925,-1.01151041905794
"Rpl21",13.402495552618,13.5886140472483,13.2856592193349,13.2964445599932,13.364949411052,13.5405925661208
"Fabp4",3.991476988863,3.37409647105944,3.78166316397968,3.14872873119862,3.21832760679716,3.08465173497943
"Txn2",10.5680153734521,10.444156510595,10.3950702567828,10.4793202831005,10.481226516796,10.591289085189
"Timm22",9.31647486805807,9.17762940254859,9.14825759492197,9.07447473863315,9.05515465757748,9.16360923848667
"Chrna1",3.56736922789055,3.48362539249431,3.47509970209912,3.96583144152697,3.92436252395892,3.99549459083625
"Acvr1",10.3301487566738,10.364513757835,10.2906646918837,10.4916104600352,10.4782026271764,10.5415731089765
"Alcam",10.6074697896113,10.157745963452,10.5206537792173,10.5653801378869,10.5523775863381,10.4208329594269
"Grpel1",9.55632557024782,9.37426246091066,9.42029641949537,9.35455749913465,9.39861844981393,9.42158557055816
"Cdk5rap3",9.69132985643228,9.43578838970669,9.57529025724305,9.49955510852397,9.56195902257038,9.51902593137362
"Zbtb10",6.49921656009933,6.67041944240933,6.57763702748793,6.73673612685326,6.67573837247032,6.71341822342819
"Rabep2",8.70892257453775,8.64678653201717,8.67668780231316,8.71865863481073,8.64154050199529,8.68126631936732
"Cyb5b",10.0192030871906,9.82614074104498,9.8508902362405,9.98356028879179,10.0344146060201,10.0807691252833
"Sec61a1",13.2925854983282,13.0424848182109,13.0302352763097,13.1485182115943,13.1690536417926,13.2960858086533
"Hnrnpl",13.3226686194786,12.8732507361864,12.9579476932559,12.9649191128735,13.0016652099408,13.1233041459837
"Cubn",3.06849859925107,2.8519812857015,2.84256840655197,2.93323517066319,3.07115797334782,3.11986810792982
"Inpp4a",8.30996675139987,8.8056487345106,8.57953817405231,8.63963166300915,8.65740778723443,8.62678929402472
"Gng2",7.53494410192839,7.15416891786532,7.23072067214236,7.5578778866403,7.65550554368427,7.72052755291679
"Slc16a3",10.7168537475997,9.19080877543931,9.4495531334761,9.3498127321461,9.51363227187364,9.9360006300533
"Serp1",11.8652942266777,11.7376818418762,11.7292743260083,11.8821589657139,11.9081609185755,11.9673736504133
"Erap1",10.6056315534107,10.8316068447805,10.700565100837,10.7083001949021,10.7186925571874,10.7315504743034
"Slco1a5",0,0,0,0,0,0
"Syt13",2.07471870973797,2.07715343860955,2.0599970701098,1.96844292036033,2.07604119242482,2.03818106045654
"Trim23",8.33227535178733,8.64784677888242,8.64805042970837,8.6776573613772,8.62599709503718,8.49383786383369
"Nptxr",10.8255627536796,10.7595350541009,11.4740825423759,10.3541687764708,10.3859611040262,9.68853130176283
"Itga7",7.89434342096089,7.93012917767028,8.6848561497716,8.24376216224364,8.31541876307938,7.5069706122055
"Stxbp5",9.33190876576879,9.29897654345933,9.32659421174709,9.24624775830067,9.18415832979428,9.20405148691444
"Ica1",7.10067137745371,7.26699180160514,7.54667197109057,7.64843956864205,7.65511984175644,7.2889393236381
"Cxcl1",10.9851503935909,11.1941838991455,12.0993309707001,10.7810944414555,10.7979355971531,9.77985119497237
"Grb2",11.0771789783163,10.9505028186854,11.0196621061203,10.9674903915889,10.9463265375526,10.9510872569514
"Emp3",13.1239742841066,12.3073679171243,12.6452506456977,12.373631798799,12.3650700046618,12.4397713566482
"Bst1",10.7792199012272,10.9498770652776,11.1895757931286,10.4532025713547,10.480438638476,10.1417932950392
"Bmpr1a",10.878938766144,11.0852226021048,11.0553665004794,10.8012030741869,10.7658677618606,10.7102496016688
"Bhmt",0.625007729979049,0.595925930565397,0.652636632985138,0.625773271938096,0.595881628453227,0.568657647482746
"Bdkrb1",6.70148901218763,5.43235948024657,6.20271597530628,5.57727451229034,5.45500838673902,5.38034972042551
"Mia",4.28701598449742,4.29045555855914,3.95146346928031,4.400815334539,4.28888539475438,4.68212266689466
"Lat",1.11334691381561,1.11401636902197,1.19141753256486,1.08277069287447,1.1137104219468,1.02050466626457
"Cnmd",6.00218614889373,5.82346854320987,5.63481000699683,5.92233987946447,5.870681160242,6.17452785890821
"Lig1",11.4301698285287,10.6478594280475,10.8227981611411,10.6850045714442,10.7048420938219,10.91113979978
"Lrrn3",5.13607692022742,5.08619336459532,4.73180041929778,5.70750265950192,5.64554944206563,6.05586077389737
"Lyn",6.91531432630934,6.81402549423097,6.98345853755666,6.76297785161294,6.83910946454566,6.68225503079279
"Smad7",10.1765032743223,10.1384403227165,10.2799685916483,10.2251227152987,10.2136900608272,10.096909594934
"Mdk",7.93880680720382,9.62107574424813,9.03857101147168,9.16945027136481,9.24669781730962,8.94944430859151
"Mef2d",11.2120717513211,11.3798426082801,11.3487166369331,11.3838030074497,11.4449571081588,11.3616206006717
"Mgat1",12.6314108685957,12.6507845044952,13.0553041119795,12.4540209474233,12.4879319295307,12.056770013043
"Marcksl1",10.8684409706253,11.400023167826,11.4985939240647,11.4409880824252,11.4276772882964,11.0699708305217
"Msn",12.9916751624969,12.250766855681,12.6231785777012,12.6746731565269,12.6286248847829,12.6496914520426
"Mtr",8.11582730071349,8.27424532445674,8.01507301473881,8.32311966876597,8.1776670681042,8.43035666628139
"Myoc",0.894211836849322,1.00624034956359,0.984324388974377,1.00678618744531,1.03084809457877,0.984718845244119
"Nf1x",13.1245699203962,13.1853407972404,13.0397090514511,13.1298642259352,13.1165271482084,13.238441994439
"Nfkbib",8.79319372843958,9.03909241682067,8.90924761013855,8.75017419423536,8.77083316004203,8.76739913963027
"Nov",10.6725910322306,12.2509851103578,12.1196705087386,12.0912782768551,12.0542009676344,11.4148571848003
"Nrp2",13.0826300950073,12.969388055338,12.9579891892987,13.3664567911281,13.3585148819156,13.4305057223958
"Ogg1",8.01681846323669,7.52063220328642,7.63332021825761,7.59645553296525,7.58914685700781,7.72820630999048
"Pde1a",6.00981609519255,4.97273313978075,4.86984071380295,4.44167095747805,4.3213728398165,5.00295580233097
"Pdk2",8.35724609323076,8.81361426739008,8.95170928942352,8.60565731907184,8.63778557473219,8.25544233778892
"Pfn2",9.30464605975689,9.83722979281367,9.56623992280698,9.87773611523585,10.1937392246945,10.0404356734435
"Sgpp1",9.22723440583184,9.17069926873265,9.17096870938396,9.03933246173595,9.00037964086418,9.04785417919836
"Scn1a",3.38422966159092,3.41232437570303,3.500441549739,3.69661618526741,3.75721280018236,3.62474996163286
"Ceacam1",1.29336096675267,1.26254411837818,1.39181631897917,1.26259297423584,1.35293568202061,1.19390055171448
"Abat",3.31478226244064,3.52079164926174,3.2925762888297,3.34397888859834,3.38911788100521,3.49175905182326
"Acta2",16.3081360986035,15.621378442114,16.5688661352366,16.6356605512077,16.6190581767188,16.0232504990854
"Actn1",14.3064734396143,13.410457312397,13.8975175976095,14.1744128737051,14.145018719968,14.1206635752327
"Adar",9.90889386322297,10.0413744749727,9.95226563705775,10.0917818313627,10.078853992884,10.1081864441635
"Adcy2",8.69904372596587,8.20465292215105,8.5062910499981,8.1926195368575,8.23727545217654,8.16050476857738
"Ap2a2",12.4516722625924,12.232940835908,12.3082976471542,12.2525883739318,12.2781184220474,12.2993623000856
"Agtr1b",3.90502351350523,3.21996882504948,3.57898186090181,3.2208596297896,3.09329859915013,3.14059342284541
"Alox15",1.71811068240475,1.74870933909877,1.80545765754221,1.80598244963163,1.68776037458629,1.67482376531852
"Amd1",11.0799357484961,10.6015108247225,10.814518735492,10.9195466724016,10.9209578081335,10.9464567913849
"Anpep",10.7948062775676,11.214599897702,11.0598713704248,10.3854190248014,10.4113012342624,10.3431918467419
"Abcc6",-1.49222296760769,-1.49200757037673,-1.4979228198584,-1.4697552123938,-1.49210562535025,-1.47512286800583
"Atic",11.6228128860912,11.2251842298339,11.3273988950023,11.4293747124363,11.4380403952779,11.5303072168174
"Chrm2",0.170848268420985,0.199875322810514,0.209692711031115,0.14195867346755,0.199403232364425,0.146350037500622
"Creb1",9.49530289344529,9.56353561439738,9.56456355622696,9.57106465821419,9.43340540727146,9.4670907304372
"Atf2",9.01962381200123,9.4516386954069,9.2365762184101,9.31121808181025,9.2178157002893,9.26357192634374
"Mapk14",11.1906786418257,11.0838732981334,11.0817534622134,11.0959441799746,11.1452122632627,11.1761007293849
"Csnk2b",11.5386427588656,11.2308391928867,11.2655450425708,11.2700169891181,11.3712326847538,11.4398207702413
"Cspg4",11.1222041033721,10.1059949028262,10.2679548418949,10.5917969496853,10.6216340708043,10.9528601714491
"Ctbs",8.92653904813949,8.89933688309741,9.03289747374147,8.82930438029964,8.72798007674126,8.65868272039743
"Dbn1",12.0680417265987,12.2067005861448,12.20015759634,12.3996604789725,12.5169165599488,12.3955020794924
"Dlat",10.2962079778733,10.0773877088475,10.1327572567518,10.1908656374252,10.1829474689214,10.2409471397819
"Dync1li2",11.3779756699574,11.5264605935548,11.5977524736989,11.6306983634619,11.5610629556021,11.4503463175892
"Dpyd",2.32855216745256,2.85688551884836,2.48254431896689,2.41772920299068,2.32987908161172,2.48397866648477
"Gabbr1",9.84367396850157,10.0579441862044,10.1296525036593,9.9713701073699,10.0108873780974,9.81228531642732
"Gabrp",0.431319321634009,0.431416282895283,0.490254003563529,0.431443864627247,0.431371964782944,0.372521713406212
"Gak",11.0892309624568,11.0623542105258,11.07597921692,11.1109844096427,11.0908794666442,11.1007453077148
"Gatm",6.52579773023259,7.49515016068313,6.89112242821108,7.0829635588309,7.1237552123139,7.22271090281918
"Gmfb",11.2293475076083,11.1898680123619,11.1436834918302,11.0244207358139,10.9624570142392,11.0593631431814
"Gna11",9.29577245315353,9.15818871511201,9.08736941627793,9.31416355493071,9.21846107513205,9.40592348288622
"Gna12",11.5234550202491,11.4088522432241,11.4861347234011,11.394721617254,11.4336528990984,11.3942061665117
"Gnai2",14.1929136185221,13.855396295888,13.8968107129547,13.9735918027136,13.9786596234145,14.1034699573144
"Gnaq",9.26748401306197,9.30659259308351,9.24645775699665,9.53029491417533,9.39936152044104,9.50540876338428
"Gnb2",12.9361534715713,12.5353163478431,12.6211682575836,12.5560678465259,12.6231223140263,12.7041617323997
"Gpt",5.46785985774523,5.69812004294667,5.63984296467054,5.6789889371644,5.67112981266913,5.61820636059217
"Gtf2b",9.10705212982702,8.71130848435535,8.80674117415888,8.84659185955415,8.80315677914932,8.92731345228403
"Gtf2f2",8.34924587128708,8.03076649034649,8.02254399918955,7.99650440108929,7.95038519305521,8.14090697869948
"Gyg1",10.2582986509978,10.4301656702027,10.5403465160946,10.3706078396312,10.3874775886628,10.1829283586526
"Itpka",0.579469606194916,0.60861965507237,0.616790689072623,0.580230956934815,0.579791440581519,0.557265140319187
"Itpr2",7.20233371131539,8.14701155756424,7.68298137650729,7.66289107411525,7.70631657697529,7.67629508347779
"Jup",8.74533348071422,9.65755662316287,9.32753604124458,10.269977387399,10.337018663193,10.17740703599
