gene_id,gene_symbol,WKY_Joint_5d_A,WKY_Joint_5d_B,WKY_Joint_5d_C,WKY_Joint_3m_A,WKY_Joint_3m_B,WKY_Joint_3m_C,SHR_Joint_5d_A,SHR_Joint_5d_B,SHR_Joint_5d_C,SHR_Joint_3m_A,SHR_Joint_3m_B,SHR_Joint_3m_C
24963,Hspa1l,9.46,7.34,5.24,16.32,11.85,30.43,7.02,10.03,6.04,31.2,26.37,12
24967,Psmb9,348,322,86,344,389,89,150,154,15,215,70,110
24968,Psmb8,113,145.17,29.93,97,127.58,28,191,184,14,344,141,159
24973,RT1-A1,1610.06,2475.85,942.73,2986.53,3478.42,1102.3,3416.73,3898.12,1032.29,5205.28,3962.24,3779.5
24974,RT1-A2,1880.94,2741.29,1228.97,3509.82,3795.72,1580.6,1533.87,1621.84,485.82,2064.38,1750.14,1906.73
24994,RT1-S2,0,0,0,1,1,0,1,0,0,0,0,0
25007,Tacr2,0,0,0,1,2,0,0,0,0,1,2,1
25008,Lta,0,0,0,0,0,0,0,0,0,1,0,1.88
25009,Vars,4267,2670,5455,2323,3053,4470,3091,3539,7838,3717,3561,4936
25010,Scgb2a1,0,0,1,1,4,1,0,0,0,2,0,0
25012,Snap25,1,3,0,674,191,35,1,0,0,38,5,1
25014,Acat1,1001,1043,695,939,942,887,1210,1208,913,926,879,980
25017,Myo5a,794,473,947,648,524,805,648,524,1301,694,618,776
25019,Xrcc6,717,609,559,549,612,381,613,588,498,609,461,379
25021,Itgam,70,0,3,2,0,0,0,0,1,1,0,9
25022,Fgfr2,3395,2700,3570,1670,3312,4230,7001,6923,5184,2674,3113,4057
25023,Prkcb,5,1,2,1,1,1,0,0,0,0,0,11
25024,Gipr,0,0,0,2,3,1,4,3,0,2,0,1
25026,Adm,731,1670,460,1206,1264,679,295,313,57,961,439,704
25027,Slc16a1,2001,2213,578,5544,3816,650,998,1188,651,2314,1041,503
25028,Ampd1,2,2,0,2,1,1,1,1,2,1,4,2
25029,Calcrl,105,103,27,514,135,7,41,33,4,199,65,16
25031,Plcb4,289,525,397,304,204,422,648,599,288,472,529,516
25035,Cyb5r3,3843,3992,6048,4323,3602,6839,4006,4358,5913,3694,3867,9318
25037,Mobp,0,0,0,0,0,1,0,2,2,0,0,1
25040,Gip,8,5,1,5,6,4,5,10,0,7,1,2
25041,P2rx6,3,5,2,11,4,4,9,8,1,10,5,1
25043,Eln,3294,41274,4769,654,590,447,61248,61433,85791,331,324,1659
25045,Dbi,2567,1383,550,1529,1656,694,1876,1931,918,1691,1509,958
25049,Atxn1,103,239,112,212,149,431,332,222,177,152,214,247
25050,Camk4,2,1,57,1,0,0,6,8,27,3,1,2
25053,Cyp2d2,1,1,0,1,0,0,1,0,1,0,0,0
25054,Ntrk2,79,59,154,30,57,263,38,30,137,90,24,111
25055,Lipa,2222,2864,1604,1563,1443,1403,2247,2270,1125,1687,1963,1513
25056,Rbp1,3,27,29,9,30,23,31,30,2,6,2,142
25058,Hk1,2428,2032,3703,2543,2329,3780,2112,2212,3630,2489,2270,4632
25059,Hk2,1283,895,601,1838,1306,615,591,632,703,1057,557,552
25060,Hk3,44,2,1,13,0,3,0,0,0,7,0,2
25061,Crabp1,306,134,79,1,2,2,33,36,8,2,10,1
25062,Gpd2,381,281,646,324,369,572,292,257,651,420,322,327
25065,Slc12a1,0,0,0,0,1,0,1,0,0,0,0,0
25066,PVR,3388,908,2393,659,1004,864,1128,1094,3023,970,1087,871
25069,Tnfrsf8,0,2,0,2,4,0,0,0,0,1,0,1
25073,Scarb1,1520,907,1557,883,1166,1792,1240,1376,2535,1029,793,3667
25075,Htr1b,0,0,28,3,9,4,15,10,83,6,21,32
25080,Apoa4,0,0,0,0,0,2,0,0,0,0,0,0
25081,Apoa1,2,1,2,0,0,8,1,1,8,3,2,1
25083,Adra2a,279,143,65,22,29,9,7,6,24,26,0,4
25084,Il4r,763,580,575,2852,1570,2640,436,460,451,1628,747,2177
25085,Th,0,0,0,0,0,0,1,0,0,0,0,0
25086,Cyp2e1,0,2,0,0,0,0,0,0,0,0,0,0
25094,Mitf,367,334,151,465,448,438,178,165,93,369,169,471
25095,Ampd3,13,26,103,218,250,133,11,9,22,43,17,48
25096,Pld1,890,642,839,1101,906,1196,465,461,273,687,655,648
25097,Pld2,595,528,583,709,591,631,457,420,499,514,399,597
25098,Foxa1,0,0,0,0,0,3,0,2,0,1,1,0
25099,Foxa2,1,0,69,1,1,0,3,0,194,0,0,8
25100,Foxa3,2,1,6,0,1,0,2,1,2,1,1,0
25102,Chrna5,1,0,0,0,4,9.06,0,1,3.02,1,0,3.55
25103,Chrnb4,0,0,2,0,0,1,0,1,4,3,2,3
25104,Pc,688,814,865,1309,1017,970,554,611,552,1128,697,1016
25105,Nppb,0,0,0,0,1,0,0,0,1,5,0,0
25106,Rgn,1,11,2,9,4,7,6,7,0,9,5,4
25107,Avpr1a,1511,2278,3209,1291,1540,2049,2285,2233,1401,1879,3058,3248
25109,Cd1d1,65,199,63,412,307,169,110,109,24,304,110,164
25111,Chrm4,1,1,3,1,1,2,8,10,9,1,1,4
25112,Gadd45a,740,1790,565,2357,2505,810,635,674,523,1429,1141,694
25113,Ddn,4,6,5,1,1,1,4,2,4,3,7,2
25114,Fgfr4,4,0,9,5,5,14,9,4,55,1,1,27
25116,Hsd11b1,1389,1567,925,9079,4885,3405,683,747,36,6545,1619,3417
25117,Hsd11b2,3,8,14,9,6,8,6,8,10,2,2,3
25118,Itga1,498,966,839,1312,1709,3671,2021,1617,972,1770,3376,4420
25119,Mr1,17,139,12,218,135,114,85,83,3,115,105,62
25120,Aanat,0,0,0,0,0,0,4,4,2,7,2,1
25121,Pcsk2,5,86,25,193,81,47,19,15,3,114,35,15
25122,Scnn1a,32,69,64,59,39,44,34,35,35,53,29,42
25123,Tagln,40101,15276,103971,6714,13937,85480,56037,57126,118334,45539,53234,88045
25124,Stat1,2281,1709,1627,2111,1839,1403,2371,2205,1831,1760,1566,1346
25125,Stat3,6584,5664,4590,5619,5651,6650,4835,4777,3606,4920,4415,6537
25126,Stat5b,603.35,584.39,611.27,511.33,452.2,694.57,535.05,548.53,502.35,453.28,421.92,741.68
25129,Egr4,0,1,1,0,3,0,2,0,0,1,0,1
25130,Stx2,805,720,830,697,728,992,759,801,864,793,937,1264
25132,Myo5b,14,1,14,0,0,5,3,3,42,1,0,1
25133,Pcdhb12,12,32.19,14,49,41,43.57,30,26,16,22,21,33
25135,Ncl,16715,10343,9005,10175,11717,7303,9837,9643,12504,9910,8507,6501
25136,Gfra2,4,22,10,4,10,5,5,3,38,3,0,1
25139,Slc2a4,10,17,17,5,4,1,23,27,15,21,3,0
25145,Cd24,37,87,686,12,61,145,603,647,3240,148,52,275
25148,Egr3,35,286,25,189,65,118,51,43,19,91,41,39
25149,Esr2,1,2,3,0,1,0,3,3,9,3,1,5
25150,Fyn,1845,2196,854,2391,1602,1332,1278,1300,932,1321,1079,1451
25151,Igf2r,4197,7130,5424,5511,4706,3819,6795,6988,7708,7162,9885,3112
25152,Map1a,2022,2525,4569,1712,2102,7829,2394,2152,4716,3021,3083,6459
25154,Pgr,138,243,357,184,109,225,354,304,211,246,715,478
25155,Syk,24,0,6,0,2,0,1,1,1,9,1,9
25156,Vav1,15,0,1,0,1,0,0,0,0,0,0,3
25157,Plagl1,689,1462,2003,1,22,124,854,771,4290,18,1,86
25159,Gata2,100,82,110,165,155,198,85,97,37,111,221,125
25162,Sp4,99,173,261,163,144,279,180,163,211,131,144,263
25163,Cdkn2a,74,162,69,364,202,126,202,258,103,217,191,192
25164,Cdkn2b,341,1558,391,997,907,258,972,1095,439,1077,714,526
25165,Zfp386,326,441,307,449,338,307,412,433,361,410,508,360
25166,Casp1,11,18,6,51,33,10,5,4,0,22,9,12
25167,Ptpra,2201,2623,2011,2824,2675,2470,2194,2319,1534,2281,2072,3048
25176,Slc25a5,6862,2916,3205,3494,3960,2273,3243,3325,3190,3962,3272,2463
25177,Fhl1,9396,12275,23411,5127,9101,38720,31933,31384,22407,13146,29445,33473
25179,Idh3g,1678,1209,1277,1308,1556,1535,1158,1281,1508,1307,993,1723
25181,Bgn,65703,127882,116580,142631,143533,189160,116199,119303,99980,124199,182816,170950
25183,Gdi1,2407,3132,3659,3075,2934,4228,3605,3759,3103,3446,3872,4672
25186,Efnb1,778,1442,1417,244,297,901,1778,1746,1215,504,859,965
25193,Ccnd3,3432,3171,3150,2044,1802,2481,2938,3047,3018,2332,2423,2737
25194,Gnrh1,1,2,3,0,3,1,3,0,0,3,2,0
25196,Inhbb,108,880,221,3879,3028,2243,492,509,157,2870,1340,2398
25197,St6gal1,151,181,198,219,231,254,368,365,169,403,395,270
25202,Gucy1b1,235,362,134,29,27,42,361,381,52,56,169,46
25203,Ccnb1,3992,1008,943,1785,3423,683,1192,1169,1211,1798,825,424
25204,Pcsk1,3.85,0,1,12.35,27.84,25.12,6.83,6,1,7.54,59.27,4.79
25205,Il6st,13127,17617,7317,25890,21523,13158,9640,9346,3489,15324,7230,11534
25211,Lyz2,814,5,15,2,4,10,2,4,16,3,0,98
25216,Sdc1,6254,3273,3776,3605,5345,3789,5433,5727,4285,5456,4904,2847
25217,Tapbp,944,703,741,1087,1127,560,835,865,494,1102,745,1727
25218,Vps52,1923,1624,2241,1350,1431,2388,1063,1073,1611,1068,1124,1904
25223,Tspy1,0,3,1,0,0,0,0,0,0,0,0,0
25227,Arsb,1126,1364,1390,2244,1817,1665,1290,1283,1757,1957,1273,2130
25230,Add3,910,3862,450,6834,2907,611,588,612,181,1874,208,584
25231,Onecut1,1,1,1,0,0,0,1,0,0,0,1,1
25232,Tyro3,451,451,561,447,483,473,468,512,508,461,319,461
25233,Akt2,4373,4207,4071,3737,3867,3619,3147,3295,3971,3283,2791,4320
25235,Ghr,302,547,180,474,315,276,318,290,190,334,173,250
25236,Gpc3,226,733,384,2,6,0,61,59,208,11,0,0
25237,Acvrl1,677,727,409,39,46,79,418,395,165,538,47,564
25238,Grk2,1266,759,1246,905,1022,1055,895,949,1293,862,803,1236
25239,Apod,0,1,1,1,0,0,0,0,1,0,0,0
25240,Aqp1,37865,14256,26490,4591,3645,1505,8686,8698,6450,16185,396,2135
25241,Aqp5,0,0,0,0,1,0,0,0,2,0,0,0
25242,Arnt,925,1127,1143,809,838,1064,1010,888,1006,700,687,1070
25243,Arnt2,760,3135,977,1354,1918,1229,2138,2185,393,1808,1185,982
25244,Bckdha,551,1386,594,2330,1955,994,986,1092,412,1571,725,1293
25245,Bdkrb2,65,14,27,2,1,3,46,39,65,10,19,5
25246,Bsg,8079,14836,11322,17924,21413,20754,12003,13319,14812,15344,12234,17870
25247,Nsg1,284,114,627,1182,622,118,64,71,38,1244,713,47
25248,Cnr1,1,23,14,10,10,1,17,22,8,32,10,5
25249,Coq7,281,111,105,121,168,77,104,97,126,125,96,59
25252,Dlg1,1052,1114,1375,1103,1026,1422,1047,947,750,780,1093,967
25253,Dpp4,6,127,26,4,5,0,8,7,45,2,3,8
25255,Dyrk1a,1493,1367,1448,1296,1365,1507,1294,1290,1466,1154,1203,1224
25256,Fmo1,131,80,142,9,0,0,43,30,15,25,8,4
25257,Gamt,185,186,74,179,139,149,193,169,66,105,107,163
25260,Gstt1,32,68,36,105,61,57,72,68,35,83,72,87
25261,Id1,2243,1167,1053,1772,2207,987,1143,1279,1719,981,1179,524
25262,Itpr1,833,1484,1633,605,696,1372,1942,1757,1601,1093,1640,1405
25263,Mal,0,0,2,2,0,0,0,0,0,0,0,1
25264,Nmbr,2,3,3,0,0,2,5,8,3,0,1,0
25265,P2ry1,3,62,4,278,231,41,11,6,3,12,3,15
25266,Pdgfa,781,625,1121,582,790,1389,940,1011,1768,985,1378,1346
25267,Pdgfra,11137,23067,3775,23045,17356,9059,7796,7076.86,2565,9021,4322,7502
25268,Proc,0,1,0,1,1,0,0,3,1,2,1,0
25269,Pvalb,0,7,1,24,8,3,1,0,0,2,0,4
25270,Abcd3,949,954,405,995,931,440,918,944,336,964,758,463
25271,Rxra,462,583,624,561,451,618,439,411,730,374,325,695
25272,Mapk10,1,2,1,0,0,0,0,1,0,0,0,0
25273,Smo,1130,1544,1082,971,1000,1040,1349,1363,1190,811,820,992
25274,Tst,29,171,90,692,487,196,142,127,119,213,70,349
25275,Cnp,1100,1291,670,1820,1605,1824,947,1033,429,1122,704,2264
25277,Mfge8,8859,8489,11752,14829,15467,18501,13564,14252,10135,22861,20785,23577
25278,Cox6a2,3,2,178,17,15,30,15,13,117,35,68,18
25281,Nup153,2274,1442,2538,1236,1388,1510,1507,1408,2263,1118,1450,1255
25282,Cox6a1,5205,3343,5673,4252,4593,6140,4024,4258,6549,4886,3531,7026
25283,Gclc,1614,1050,1632,732,733,738,946,953,1055,836,979,620
25284,Amacr,202,183,90,178,178,131,183,226,120,209,171,168
25285,Igfbp5,260,1810,85,58,18,11,302,334,145,7,1,108
25287,Acadl,916,1019,606,1261,1026,670,992,1015,621,1092,815,581
25288,Acsl1,347,161,393,294,206,327,452,433,699,472,617,1490
25289,Adcy6,1822,2789,1798,2100,1910,1913,2419,2608,1325,2323,2520,1876
25290,Alox5,0,5,6,4,6,0,7,4,2,1,0,1
25291,Anxa3,1437,360,1646,712,1740,1510,1943,1959,4826,1280,2437,2111
25293,Aqp4,0,1,0,0,0,0,1,1,1,0,0,0
25294,Azgp1,0,0,4,40,27,20,1,0,1,5,0,4
25295,Bglap,2,2,5,3,2,0,3,0,3,0,2,0
25296,Bmp4,988,2859,4298,2264,3982,7153,2060,2244,1182,3434,2649,4423
25297,Cacnb3,788,637,987,1561,1630,2605,700,774,818,1434,908,1663
25301,Cebpg,1624,1805,924,1499,1662,950,1642,1734,1212,1882,2105,985
25302,Chrna7,0,1,0,0,0,0,0,0,0,0,0,0
25303,Abcc2,0,1,0,0,0,0,1,1,0,0,0,0
25304,Comp,237,166,1460,169,130,128,297,348,3223,139,106,627
25306,Cpd,1912,2609,2644,2900,2682,4706,2318,1986,2671,2417,3278,4997
25307,Cst3,2640,5522,5058,5403,6727,7588,4375,5093,4669,5081,3413,7893
25308,Cstb,1035,1385,1017,1721,1255,916,1280,1381,1066,1636,1260,1681
25309,Cycs,4352.97,1836,1433.55,1558,2485,951,2633,2757,1782,2483,2181,849
25311,Dcc,0,0,1,0,0,0,0,0,2,0,0,0
25312,Dmp1,2,2,4,1,5,1,2,4,1,0,3,0
25313,Egf,7.78,21.02,3.2,16.31,26.44,5.69,6.96,4.31,3.43,0,13.99,9.59
25314,Emp1,24473,21460,12789,14952,16153,8162,15124,15989,15112,12600,14807,9836
25315,Ephx1,148,1332,297,1161,914,416,1124,1227,135,1236,950,555
25317,Fgf1,37,94,206,98,91,342,163,149,245,197,426,339
25318,Fnta,1285,1106,859,1289,1337,1058,1035,1154,914,1046,1048,997
25319,Fth1,25241.78,42320.69,17647.82,91795.43,68547.5,30487.03,16235.47,18928.86,7803.71,46937.46,23050.54,32810.12
25320,Gast,0,0,0,1,1,0,0,0,0,0,0,0
25321,Ghrhr,1,0,3,0,0,0,0,2,2,1,0,0
25322,Hsd17b1,5,5,7,5,5,6,10,4,4,9,4,5
25323,Htr1d,1,0,1,0,0,0,0,0,1,1,3,1
25324,Htr4,0,0,2,0,0,0,0,0,1,0,0,0
25326,Jak3,314,310,329,469,421,497,309,374,254,507,343,461
25327,Kcnc1,0,1,1,0,1,19,3,6,2,1,1,8
25328,Lamp1,10585,16172,13774.96,20817,15395,19004.67,13063,13540,11223.03,19469,13367,24362.8
25329,Lhb,0,1,0,0,0,0,2,3,0,1,0,0
25330,Lipe,40,38,51,41,43,66,49,60,62,53,25,86
25331,Mat1a,20,27,37,54,98,100,15,21,14,59,9,25
25332,Mgmt,194,1223,318,1513,1364,747,1190,1348,185,1353,1083,1012
25333,Mgp,2100,12355,33115,67320,43451,80863,6732,6630,2535,12839,4280,58198
25334,Bhlha15,0,0,2,0,2,0,1,1,2,0,0,1
25336,Nfyb,1440,710,398,527,695,460,915,909,337,630,764,285
25337,Nfyc,1254,687,1312,637,687,1205,744,772,1611,577,483,1432
25338,Ninj1,1572,1057,1967,1755,1587,1880,855,894,2534,1671,1415,2749
25339,Npr3,806,4107,2393,2580,4683,3448,7564,7415,3541,2495,2494,2851
25340,Npy5r,0,0,0,3,1,0,0,1,4,0,1,0
25341,Tnfrsf11b,1876,3695,3373,1925,1614,12073,4298,4108,4132,1237,4629,15908
25342,Oxtr,1,2,3,0,0,0,16,8,5,2,0,1
25344,Phb,2671,1641,1927,1698,2001,1709,1791,1692,2345,1731,1316,1979
25346,Ros1,3,0,0,0,0,0,1,1,0,1,2,0
25348,Rps29,7838,6844.96,4183.84,5740.62,6490.12,4192.51,6404.23,6695.17,6670,5380.19,5052.51,4730.12
25349,Scn2b,91,36,30,30,13,26,39,29,23,15,23,28
25352,Sod3,2928,4021,9168,16133,11584,20258,2891,3064,2702,9547,4761,23057
25353,Spp1,8423,1640,58267,3536,9655,16443,22673,23676,19312,24652,31472,19388
25356,Cntn2,26,33,20,8,1,12,11,6,48,21,16,18
25358,Timp3,793,1409,3365,1287,3024,2118,2091,2107,5184,1691,961,2197
25359,Tmpo,6932,2783,3458,2405,3273,1464,3554,3647,4358,2619,2464,1050
25360,Tshr,1,2,4,1,3,2,4,0,4,4,0,3
25361,Vcam1,289.81,1000.38,23.93,1858.8,266.05,17.91,318.64,270.17,5,66.73,29.25,27
25362,Slc30a2,0,1,1,6,3,1,0,1,0,1,0,2
25363,Acadvl,958,988,728,1188,1161,849,843,888,439,998,740,761
25364,Asic2,4,0,4,0,0,0,0,0,2,0,0,0
25365,Actg2,1090,341,4306,19,50,710,3606,3178,2704,914,208,461
25366,Acvr2b,18,56,38,46,41,34,47,49,29,27,34,18
25367,Adarb1,483,452,2205,151,164,1930,2913,2909,2600,833,1293,2870
25368,Adk,736,704,507,737,788,736,713,729,764,715,610,922
25369,Adora2a,120,158,58,684,555,443,83,91,6,316,84,397
25370,Adora3,0,1.5,0,0,0,0,0,1,0,0,0,0
25371,Adprh,973,986,932,815,868,816,1006,1035,589,824,724,836
25372,Grk3,9,0,0,0,0,1,0,0,0,0,0,0
25374,Alad,749,388,616,440,512,566,454,531,837,454,367,465
25375,Aldh3a1,31,12,81,82,8,0,11,10,30,16,1,4
25377,Ambp,0,0,1,0,0,0,1,0,2,0,0,0
25378,Amh,0,5,9,2,1,5,0,8,11,3,4,2
25379,Anp32a,1335.12,1220.17,851.25,694.05,1034.9,875.7,1546.49,1714.39,1421.08,1299.6,1118.86,964.88
25380,Anxa1,15588,10456,8951,23689,24709,11750,10546,11012,9383,18644,10043,11285
25383,Apobec1,9,0,0,0,0,0,0,1,0,0,0,0
25385,Faslg,1,0,11,0,0,0,4,3,25,1,5,4
25387,Arrb1,1184,1049,972,345,464,106,864,818,277,1146,175,290
25388,Arrb2,131,91,135,87,109,153,72,64,151,85,44,180
25389,Atf3,323.9,188.79,105.9,290,199.77,115,174.75,201.89,189,260,219.88,112
25390,Atp1b3,4260,3667,2433,7232,5520,2231,2713,2851,1773,4326,4198,2260
25391,Atp2a3,1,4,4,26,23,36,5,5,16,35,37,22
25392,Atp5if1,2404,1551,1044,1753,1789,1045,1435,1491,913,1698,1567,1102
25393,Bcan,1,0,1,0,1.37,1,1,0,11,0,0,0
25394,Bfsp1,21,30,11,23,30,11,39,33,15,33,10,29
25398,Cacna1a,30,128,116,222,133,239,75,100,49,167,121,301
25399,Cacna2d1,1122,772,907,466,478,596,1143,1057,773,649,1011,670
25400,Camk2a,2,11,11,11,8,7,5,6,3,11,3,9
25401,Alx1,0,1,4,0,0,0,0,1,3,0,0,0
25402,Casp3,802,868,528,832,922,516,1081,1004,362,963,753,560
25403,Cast,3330,2913,3061,2844,2944,3279,3675,3464,3030,3032,3974,3798
25404,Cav1,19261,8313,10633,4688,6295,10697,12376,12160,13984,8083,7690,10336
25405,Ccng1,4471,7550,3514,8172,10013,3874,7973,8202,3791,9169,7042,4910
25406,Cd44,8856,2903,4989,9188,7008,6446,3350,3372,2736,6817,5494,9710
25407,Cd59,289,883,222,796,713,661,861,834,182,741,545,616
25408,Cd80,60,187,124,231,245,195,310,262,80,356,424,171
25409,Cdh6,3,2,15,1,1,0,18,18,54,1,2,0
25410,Cebpe,0,0,0,0,0,0,0,0,0,0,0,0
25412,Col2a1,1006,194,100058,1,63,7242,11860,13233,410545,11,3,24042
25413,Cpt2,484,523,428,537,507,443,417,493,397,386,343,450
25414,Bcar1,3037,2222,7024,2506,3114,7415,3056,3433,7284,3378,3003,6553
25415,Crmp1,0,1,6,3,2,12,2,0,2,6,3,23
25416,Dpysl2,4573,6593,1808,5585,5984,3597,5626,5368,2213,5148,3949,4530
25417,Dpysl4,8,1,16,0,2,0,2,4,1,2,0,0
25418,Dpysl3,530,539,987,207,124,424,1334,1212,223,837,1813,627
25420,Cryab,345,834,2008,501,1599,1670,2892,3118,4945,1193,1944,1482
25421,Crybb1,1,0,0,0,0,0,7,14,0,1,4,1
25423,Ctsc,323,434,111,322,147,48,83,76,15,69,9,6
25425,Ctsh,2141,7456,2250,5722,4346,3106,3479,3644,886,2943,2710,2642
25426,Cyp1b1,9176,12670,16423,28238,23351,29077,8537,7967,2702,26146,17462,19788
25427,Cyp51,4092,2072,3170,1426,1451,1937,4604,4546,7364,1873,3307,6447
25429,Cyp7b1,402,953,160,3164,1857,754,380,391,20,1158,307,910
25431,Dlx5,102,35,110,92,106,139,87,101,234,41,12,193
25432,Drd4,0,0,0,1,0,2,0,1,2,1,0,3
25433,Hbegf,1404,517,1469,372,450,2198,1006,1083,1256,1020,1475,1874
25434,Sparcl1,4,8,3,7,8,19,3,2,1,6,5,8
25435,Eef2k,1332,1399,690,1014,712,579,1006,1004,631,754,558,844
25437,Emd,2160,1137,2886,783,973,1691,2212,2501,2672,1629,1948,1696
25438,Eno3,662,355,537,460,879,386,506,539,1263,871,1236,492
25439,F2r,4626,5845,9274,2367,1553,5257,3692,3534,1669,3241,4852,2716
25441,Fcer1g,97,6,33,2,3,11,4,0,18,3,1,41
25443,Fgf10,151,278,266,1335,930,444,91,106,27,312,209,123
25444,Fgf9,0,5,7,5,3,4,11,14,0,3,12,14
25445,Fosl1,1042,493,907,1269,1080,942,284,280,353,620,303,545
25446,Fosl2,310,380,453,587,469,875,286,250,377,345,313,832
25447,Fshb,0,0,0,0,0,1,0,0,0,1,0,0
25448,Cenpi,823,245,357,345,549,141,324,338,329,429,293,101
25451,Gabrb2,0,1,1,3,6,0,1,3,1,0,0,0
25453,Gdnf,176,59,151,252,89,83,52,55,41,87,111,42
25454,Gfra1,294.44,569.78,413.17,297.15,371.05,58,856.54,826.13,354.69,602,911.4,129.09
25455,Ggh,159,183,71,223.89,204,104,138,159.83,81,184,113,87
25456,Glrb,7,54,16,7,6,12,49,68,42,44,137,34
25458,Gss,1455,707,885,697,738,476,897,897,992,813,743,628
25459,Hmgb1,3905.87,2308.17,2306.94,2301.71,2764.11,2021.47,2438.28,2356.65,2966.59,2097.99,2091.75,2013.83
25460,Hmmr,1467,436,514,874,1489,400,636,568,736,917,530,303
25461,Hrh2,0,0,0,1,0,0,0,0,0,0,0,0
25462,Hspe1,1841,934,546,899,1240,410,886,981,677,1061,729,447
25464,Icam1,4366,9764,7010,9396,8197,12858,5732,5859,2193,8401,8392,23323
25466,Il1rap,197,101,257,113,65,146,106,123,183,155,90,302
25467,Irs1,191,334,435,167,199,292,347,329,828,109,233,294
25468,Kcna2,0,0,1,0,0,0,0,1,0,0,0,0
25469,Kcna4,3,1,0,32,11,0,0,0,1,5,10,0
25472,Kcnj8,9,23,3,10,7,4,14,9,2,22,45,9
25473,Lamb2,4218,7250,6635,4314,4315,8145,6105,6837,5381,6091,9079,8153
25474,Lgals4,0,0,2,1,2,0,1,0,1,0,0,0
25476,Lgals9,222,178,175,257,211,174,52,46,10,281,30,36
25478,Man2a1,4196,3606,4049,3534,2432,2787,3560,3400,4081,2798,3599,3263
25479,Vps35,4306,3277,1891,3191,3265,2007,3585,3621,2207,3365,3381,1978
25480,Mip,16.68,48.52,25.56,25.43,38.61,24.71,36.48,35.35,31.66,43.64,43.42,9.51
25481,Mmp11,0.01,86.5,852.85,0,113.58,227.56,0,0,379.75,0.03,0,286.6
25482,Mras,2393,2289,3498,2732,2889,3532,2212,2344,3314,2395,1597,3374
25483,Msx2,13,11,29,3,3,7,23,18,15,23,32,13
25484,Myo1e,881,479,1038,437,496,1144,1023,912,1285,965,1114,1495
25485,Myo1d,3940,1760,5338,2836,2245,9221,3376,3330,5024,3690,4374,8860
25486,Myo9b,2531,2309,3654,1761,1747,3878,2230,2200,3402,1804,2456,3662
25488,Ndufa5,1314,886,354,967,1134,383,970,866,525,1109,797,396
25489,Nedd4,29551,37148,25295,30865,28629,29551,35433,33908,28914,27308,29435,28325
25490,Nedd8,2829,1903,1376,2009,2360,1401,2028,2179,1696,2280,1859,1427
25491,Nes,198,103,604,174,183,566,197,119,1239,153,213,848.9
25492,Nfia,422,1034,784,940,890,1953,660,610,685,574,511,2138
25493,Nfkbia,1203,1903,1114,2006,1888,2011,1199,1182,178,1274,827,2108
25494,Nid1,7787,15550,12764,5922,4905,7793,18849,18295,14933,11317,20766,10344
25495,Nog,24,71,213,17,23,85,151,148,437,26,42,138
25496,Notch1,184,273,418,157,234,599,385,372,381,226,345,463
25497,Nup50,1793,1007,1487,1092,1389,1118,1062,1008,1260,1199,924,1050
25498,Npm1,21774,17309,7300,17770,17358,5961,15130,16280,10396,15095,11381,6527
25499,Nrdc,1968,1686,1316,1900,1702,1618,1597,1575,1514,1768,1504,1571
25501,Nxph1,0,0,0,0,2,4,5,5,12,15,2,25
25502,Oaz1,11699,7553,6361,9538,10067,7603,8891,9952,7334,9352,6799,8802
25503,Ocm2,1,0,2,2,2,2,0,0,0,0,0,0
25506,P4hb,32470,33335,22782,46744,45999,36176,33927,34356,30580,45242,39048,44378
25507,Pcsk6,922,1029,1442,270,427,520,958,1036,2840,517,370,993
25508,Pam,6522,15273,11910,17017,14710,25336,24178,23779,20230,16957,32668,31381
25509,Pax6,0,1,4,0,10,5,5,8,27,7,3,19
25510,Pcp4,1,1,18,29,24,2,3,0,0,35,1,0
25511,Pemt,56,32,40,43,46,50,29,43,36,52,30,44
25512,Phex,7,37,42,1,2,1,15,19,5,2.94,2.96,0
25513,Pik3r1,1825,4063,1213,5630,5814,2573,2562,2311,585,3065,1746,1645
25514,Lypla1,1624,1378,1127,1733,1590,934,1585,1618,992,1438,1498,934
25515,Plk1,3166,677,2469,1147,2204,1817,1027,1007,4107,1503,711,1392
25516,Pnoc,1,0,5,1,3,1,0,0,2,1,0,0
25518,Ppia,47074.37,22150.79,11398.46,27890.71,32165.94,11434.27,28902.34,29222.5,15545.28,32781.94,23629.17,13054.66
25520,Prkag1,1723,1345,1054,1361,1384,1085,1219,1321,862,1308,1141,1046
25521,Prkar1b,133,189,162,441,372,607,156,219,240,212,369,370
25522,Prkcz,28,21,69,9,66,116,21,25,189,62,4,160
25523,Prkg2,4,1,6,0,0,1,10,8,7,2,6,11
25524,Psap,10024,25580,13168,27617,20930,14643,18314,19672,10064,23604,21953,16963
25525,Pspn,1,2,2,1,1,5,5,4,2,1,1,5
25526,Ptgds,0,0,6,0,0,0,0,0,7,0,0,0
25527,Ptgis,395,339,157,45,76,21,199,203,78,32,9,51
25528,Sirpa,1663,1689,1637,2489,1372,2154,1084,1281,1538,1736,1143,2430
25529,Ptprs,1882,2521,2326,2780,2302,4101,3288,3312,3253,2748,3314,4230
25530,Rab12,223,282,181,261,241,311,273,247,178,229,204,361
25531,Rab3a,67,88,184,67,69,159,105,122,147,73,90,170
25532,Rab4a,256,250,277,263,293,309,323,316,336,313,266,348
