"","WKY_Joint_5d_A","WKY_Joint_5d_B","WKY_Joint_5d_C","WKY_Joint_3m_A","WKY_Joint_3m_B","WKY_Joint_3m_C","SHR_Joint_5d_A","SHR_Joint_5d_B","SHR_Joint_5d_C","SHR_Joint_3m_A","SHR_Joint_3m_B","SHR_Joint_3m_C"
"Clk4",7.56322486799469,8.00954643880272,8.07267947851858,8.29851326595964,8.21471009999255,7.82611237843034,7.89437061782058,7.87846790269125,8.15343699285486,7.82574780799049,8.0556756631198,7.81789948238208
"Nhp2",9.37138139813169,8.19885284467293,6.82270858694905,8.6040692580952,8.80241996786885,9.11566275217032,8.42220532418782,8.5164355060315,9.43596327540783,8.69266955286832,8.31493605897988,9.0871503408909
"Sec24a",10.3454160735231,10.2954501707277,10.1835123040156,10.1019731636051,10.1399750512768,10.190599533661,10.3982535510611,10.3518806716376,10.7135681311111,10.1433836799608,10.5338633516952,10.0674178879559
"Sar1b",9.72199705237906,9.7004632235401,9.65526962800175,9.72539872057198,9.69812843734917,9.72580079594185,9.68649120331858,9.76257579012222,9.71569453164592,9.77216931249485,9.81796114876872,9.84582748868282
"Cdkn2aipnl",9.33524775543078,8.94908940564553,9.41341402018317,9.39008192471274,9.41204705292222,9.05930222268271,8.68468775635929,8.75383779709346,9.12749952508548,9.29395019290812,9.01268213878826,8.81559624397885
"Skp1",12.3918057387639,12.2203486640777,12.3709462099092,12.3398191174685,12.3539480810573,12.3747942763539,12.3359188572464,12.411512462366,12.3793266873585,12.2981115408881,12.3361414457554,12.21873578019
"Shroom1",7.45545640079593,8.14478537425576,8.12216679835464,8.7633904681669,8.7746410555339,8.90500200367158,8.17988417434615,8.16101987559463,7.93639484741722,8.78818198174858,9.01391997448501,8.67707600302
"Mfap3",8.19564154604599,8.43508015478674,8.26613079115784,8.10448931514854,8.13008854595013,8.10532823107065,8.50045550834863,8.39976301804196,8.32606660122531,8.02076606085234,8.29286031773987,8.3420466100033
"Mrpl22",9.08142382559275,8.64145735077397,8.70343676371052,8.7330984193976,8.87599371890295,8.81207096437693,8.75268031479152,8.74424002588684,8.87085844519839,8.84488677749967,8.7020883650692,8.80156822567142
"Mrpl55",9.11631513515073,8.40404534361651,8.68530360741402,8.6076395004774,8.67508449334904,8.67454796312774,8.46563998116443,8.67305479717475,8.74415494795216,8.83868189208266,8.79193510203379,8.68219160403075
"Wnt9a",4.98039388000956,4.53680157099557,5.00662406844114,4.20437074178488,4.28096596282683,4.18002833599358,4.68481976165547,4.76391237679722,4.55635640116296,4.74425808148516,4.67187621681876,4.69069049058905
"Jmjd4",5.40638644981352,5.21804613861187,5.36290789005479,5.43113630841077,5.24475819538321,5.23322805643602,5.27953894914257,5.37000063079884,5.44770000495166,5.18986497948665,5.07224182956103,5.06215078916176
"Zfp496",10.3295107185097,10.3567351714601,10.2733686442875,10.5500640012058,10.3680454401509,10.2930354414579,10.2580218448613,10.3518276946967,10.5070417030959,10.3794353653786,10.2657027031581,10.3562256808693
"Nlrp3",7.65839182615394,7.31213579121583,8.26230529948332,8.98435741300737,8.74346690844077,9.44438357821842,6.91057198277613,6.91102233437685,7.12506450361916,9.08086129216714,8.83580217835359,7.38655148192492
"Pld6",-1.19223671217626,-1.27156743849414,-1.26136670311679,-1.2313629742681,-1.27191827101399,-1.26149645269594,-1.27134813347295,-1.27170618698866,-1.22053720789523,-1.23130282129922,-1.26901734771773,-1.26182957900756
"Cops3",10.5218036574447,10.1618190114865,10.2757339344844,10.0311655648706,10.1951661453561,10.1810260955446,10.219645371825,10.308010050252,10.3263279383954,10.1394775163679,10.2332630982066,10.1220872394804
"Nt5m",5.18957700927252,5.8215113268309,5.53215987078869,5.6442808923464,5.60880329511066,5.60535567792024,5.72808401701272,5.84794380673478,5.49492726090993,5.62003592292534,5.57902227288031,5.88718646193798
"Drc3",5.2143959397816,5.22818009574863,5.15491715454805,5.51936295961522,5.41253413863705,5.74763734319613,5.81896579376953,5.73281826196032,5.6155967261998,5.86402218351576,5.92884022143935,5.84140857328975
"Flii",11.5975067367789,11.4691776658481,11.5274728415064,11.4722593782327,11.5223324077378,11.6103780712815,11.4890927603081,11.5051183109622,11.4440289276803,11.5982533089914,11.7373607545951,11.6136708212589
"Shmt1",9.32671726295468,9.28991684913427,9.65898302006419,8.86959673918319,8.97939597763827,8.99272400057281,9.60754726374637,9.58045057881982,9.85348214320044,9.12278355777564,9.23146943752331,8.49874966955033
"Dhrs7b",8.60586751360872,8.05960326924059,8.43669875173448,8.33715116384089,8.4020817558114,8.28713806102676,8.27208685492774,8.28722034392496,8.28193204333855,8.52680370998115,8.37601752765867,8.42764721339727
"Mfap4",9.71526419771099,12.0450449267364,9.6555233712363,7.35523622980983,8.0148406228697,9.1046273404036,9.97399569160566,10.0319823901812,8.45456677302727,6.9618581291638,6.68398484223839,8.17638603049087
"B9d1",8.1604581536227,7.90277971694306,7.92653349741271,8.14720713461557,8.03701659226357,7.81719491050326,7.80109902136506,7.87473567975383,8.01005790967331,8.01409833204324,7.83390157877577,8.13186178710212
"Zswim7",4.715292922179,4.69074017116096,4.99853032875573,4.7376619177787,4.69990734164502,4.73838960362597,5.01002005891882,5.02569619178181,5.02423358957412,4.95679959060421,5.0890332537925,4.70142220197468
"Tekt3",-1.20180330034899,-1.23959930834942,-1.25372353864809,-1.27754854712273,-1.20169293387207,-1.25384790387315,-1.27763175219116,-1.27797494718536,-1.25283103585839,-1.27749089038457,-1.27539768949203,-1.25416720609353
"Map2k4",8.42162428937762,8.36808396793988,8.38270052148045,8.26214267885756,8.40186184804992,8.45072794924378,8.36689212013193,8.32802114348186,8.32846469734419,8.4001992000316,8.37822618025009,8.30163254599181
