"","WKY_Joint_5d_A","WKY_Joint_5d_B","WKY_Joint_5d_C","WKY_Joint_3m_A","WKY_Joint_3m_B","WKY_Joint_3m_C","SHR_Joint_5d_A","SHR_Joint_5d_B","SHR_Joint_5d_C","SHR_Joint_3m_A","SHR_Joint_3m_B","SHR_Joint_3m_C"
"Adrb2",6.21596086711298,6.05819983085775,6.16488334066238,6.38377143450265,6.35884676715017,6.49582706839592,7.03848878755401,7.0847191308281,6.86044594744748,6.33829626374073,7.36745328345177,6.90171182609331
"Agt",3.75484700544834,4.2445083149524,4.35152433238242,4.17153624501855,4.07295403276583,4.18085572001223,4.21037259407429,3.98200696890068,2.92352066476872,4.13020052676046,4.1254703144803,4.89004728403705
"Agtr1a",7.76723630318146,8.54063494686064,7.81495209030354,8.18722131816145,7.23245969149202,7.79396546015944,7.19412202921197,7.15341724939947,6.67611674951045,7.49459653949773,6.7912312636038,7.89542537073086
"Agtr2",8.29097539859475,11.0158412208137,7.58965352568813,4.11839763228514,4.04544977727095,5.28766094201506,8.0382110970192,7.96774231734515,7.65451118164318,4.05669129252837,4.09185936363601,5.28075840040025
"Ak1",10.5697006409268,9.98198505221914,10.5327639066792,10.685369124671,10.4234262357223,10.4097471580279,10.2644657763175,10.2864833897389,10.3140984777647,10.7092600845231,10.5148106223095,10.4611409207423
"Ak2",11.6255746631027,10.7793098178001,11.0034683884291,10.6127064705291,10.880274983051,10.672221918158,10.7659092852153,10.888949173849,11.2492375068295,10.7541585874327,10.5856195197903,10.5213234369684
"Akt1",13.219760270582,12.8533277962267,12.7323229362535,12.6990429308357,12.774461185019,12.8261191422749,12.89292610243,12.9412665298545,13.0529972968106,12.8273605159073,12.8270728779607,12.9061697290689
"Aldh1a1",-1.50988322396632,-1.47676940227305,-1.4929496501052,-1.47651827578164,-1.47705721593853,-1.49305609320798,-1.50932103659868,-1.50961477417705,-1.49218576481385,-1.5092004742168,-1.47467737564458,-1.4933293811713
"Aldoa",14.8147974172372,14.3434761082375,14.4070716147203,14.86253949371,14.699343842205,14.699560737696,14.3665489737837,14.4155162551794,14.3613772634645,14.6919795711506,14.5338742988891,14.8960283643154
"Aldoc",8.14229596751744,8.64369127521574,7.71669896816588,9.16788899982361,8.78489133179724,9.18412453202184,8.5640884110216,8.60958910288297,7.64198049508216,8.43217016572336,7.72298042301423,9.49099384322822
"Akr1b1",11.5717226500595,11.4611300590713,11.6057690524375,11.5834856963743,11.5265741345828,11.6073257413734,11.5325433660315,11.6243207376769,11.4097242395461,11.7502481863,11.6265919226283,11.7154893430054
"Apc",9.98641851833598,10.3456547665678,10.0922159635586,10.0337362346318,10.0275638908888,10.3206594188928,10.4238152687616,10.2613446468617,10.2693549415956,10.0711687660321,10.4241066525923,10.1046740482892
"Apeh",9.90163593637465,9.66299957147367,9.74687907889495,10.1040431444264,9.99289243402665,9.93140190603471,9.63607049489382,9.73190375787409,9.73197721433448,9.91962056618416,9.75158118834469,9.94011534753495
"Apoc3",1.46788402672556,1.51306634341593,1.51492674868467,1.37698866509731,1.42369764489573,1.51427545942439,1.51445727261482,1.55291556398536,1.51968185513964,1.59643290212101,1.76963376359925,1.55865402797878
"Ar",3.29351540266479,3.24420080798679,3.25447335155124,4.30499511029915,4.28367238003967,4.41976016371641,3.30055432507233,3.24302151532241,2.97656030785764,3.5350658657059,3.26666812853163,3.58505294468604
"Ascl2",1.88547717427691,2.13001048723167,1.90247777640743,1.88791443281759,2.19290783351413,2.16416561432183,1.93368370374478,2.05509830317707,1.90571184059118,2.09796764115248,2.08158803983399,2.15996857655386
"Asgr1",2.46895559519346,2.52217131950495,2.27444565423045,3.21419882641906,2.5662021181558,2.75538164898204,2.47338701947859,2.36154482552373,2.27675286892347,2.94969240198885,2.6446646956917,3.2938282288421
"Atp1a1",13.6548038246211,13.0635948732234,13.4895006170683,13.6166583279697,13.5170953455622,13.3966520573243,13.2380908466066,13.2542310289012,13.5713443615255,13.6211825536295,13.6303224625798,13.3404925956286
"Atp1a2",1.61372480944141,2.98341899299523,2.04321688958141,1.94346448717424,1.54786005568744,1.74502390061916,1.61682300170563,1.6774244580548,1.8202226747268,1.54926661690205,1.62783003192064,1.67144276201336
"Atp1a3",1.77102659118484,0.924666429623536,0.886964374176154,0.86183282180287,0.861155384852858,0.955278065498417,0.861742554818599,0.861372651843917,1.13766899363079,0.861895506473296,0.86424585846698,0.954057466228091
"Atp1b2",3.52489728271104,3.56672326013447,3.49175567351265,3.67090788105975,3.74769699856554,3.91588296162169,3.81405228020062,3.83265274453047,3.5418855618411,3.45958522734346,3.48497884071305,3.60122306065376
"Atp7b",4.36917260939727,4.29538222065759,4.15623408431016,4.51171750086818,4.51848561579844,4.40803546697683,4.26980784901308,4.2629803963777,4.47734979117158,4.43974113471052,4.24870953223792,4.41637908707178
"Avp",-2.20470488157605,-2.21295677148695,-2.21186577088059,-2.21289271229492,-2.2130301891131,-2.21189292316995,-2.21291087820981,-2.21298580695123,-2.21167091340343,-2.21288012427092,-2.21242312195135,-2.21196263547319
"B2m",12.7878945028149,13.0801224826576,13.5048453429995,13.3290144226678,13.1400298391759,12.9680344925835,12.8712309758444,12.9037755652028,12.5084403511327,13.2072773534192,13.0407339529374,13.1987193606442
"Bcl2",4.78383386368079,5.36341408356043,5.15254885747483,4.94677547222458,4.55370911837078,4.87323254861728,5.16331190877677,5.1164523823256,5.28573026830787,5.13143530260421,5.54895799428707,4.99243338851513
"Bdnf",6.95868329950173,7.61815249426309,7.67750934699966,7.63514753691611,7.31374562886861,7.70399288170922,8.05858983851015,7.91937706486819,7.55289858190097,7.99357522992114,9.01238483776401,8.32042715469667
"Tspo",10.1683040448254,10.0495929485491,10.0338527551062,10.8023667582816,10.4563743733693,10.49516055663,10.0209514587795,10.0151190196058,9.78612313679027,10.4759588722065,9.85980375341298,10.6090991659886
"C2",7.28512008577526,8.38540081993187,8.12391853090705,9.55932413248187,9.13616383827308,9.0920332135614,8.17194760704248,8.20061639014394,7.52565456995978,9.38068162938567,7.79227967329713,9.21416077373743
"C3",9.06502022172509,11.809247859041,12.2263527068595,13.4245936727416,13.3176562084379,13.2071204930824,10.476262283819,10.6248254638664,9.40505687659446,12.4059005122789,10.5858384856396,11.0161422772385
"C4a",5.30774044738151,7.92093196480769,6.5671487876511,7.90109697858915,7.72656148189704,7.76549646272876,5.94857740041333,6.2771985405153,5.56585549869052,6.47973589535739,5.18663642440079,6.47573881761072
"C4bpa",3.14831350046636,4.32607744652378,3.29922513429475,4.88949794898488,5.12257301328267,5.18648723370294,3.09359168229137,3.21182324804861,3.2273959337859,3.37974508339344,3.12102270311735,3.43321401127063
"C4bpb",-1.25724309349275,-1.25676584816755,-1.2769658097393,-1.25645233347182,-1.25712516435621,-1.27709869686242,-1.17481492964902,-1.25690795181363,-1.27601214983924,-1.25639072591183,-1.25415409228219,-1.15485041313155
"C6",3.37998116052293,4.08704911479072,4.0094240282933,6.48615608046454,6.49353135176064,5.87336527645414,3.56664204267581,3.17848449567287,3.85667773140547,5.0404844918886,3.7764496573766,4.26492216142344
"Cacna1c",8.30875994485713,7.93463680078336,8.23984882013288,7.32581126148038,7.27709676261801,7.93136107126165,8.28967814960265,8.18246832441006,8.04817984415147,7.75670849622677,8.17908231122337,7.40773129005486
"Cad",10.7049944847791,10.2921005708239,10.5812394903468,10.1170675755058,10.355350888946,10.2598595912662,10.4642879454033,10.5249891826146,10.9809261216353,10.4743911107013,10.8034436705712,10.0462875114243
"Calm1",13.6195326814643,12.7744270593106,13.0529729118326,12.8092385431255,12.9974502326295,13.1625100472141,13.1599179888473,13.1602929638433,13.1294254614174,13.1339132533079,13.3319503627227,13.1484531221616
"Calm3",10.0286651636224,9.8051545711065,9.82165034866853,9.82308757331042,10.0984666565272,9.9073996331683,9.72200022139489,9.66015662997217,9.66723854157266,9.91053005309831,9.60754956344439,9.93151669282867
"Camk2b",4.44294949494527,4.61566221081282,4.83480563008064,4.74102270869679,4.88501546680847,4.60692425052733,4.66976914675277,4.63707421773215,4.81272165938396,4.94238345386843,4.93013720649065,4.67755541306175
"Camk2d",11.3603446511271,11.1387803047036,11.3061520331104,11.3489620733972,11.2672957446959,11.5192411335411,11.2303694512075,11.1884256435562,11.0312738215238,11.3831523829522,11.5399504766239,11.3719733759563
"Cat",10.594813921797,11.1924486119094,11.4036249914201,11.4806642834234,10.9954602718641,11.0129956845732,11.0611863329815,11.061182329695,10.8843399700724,10.980112524466,10.7947165999435,10.7793317919742
"S100g",-0.0965925997458088,-0.0964368964591533,0.0176724164122693,-0.0448662210903463,-0.046496956252467,-0.0381893436739109,-0.0450838699096629,-0.0964835404124346,-0.0377957902215285,-0.0447150131675711,0.2774298958583,-0.0383098831064018
"Cbs",2.3948664801933,2.39658740808265,2.59000332956488,3.86694129868002,3.84318503800253,3.67577777806799,2.39740544022978,2.63894396036508,2.59373864364928,2.96256915873053,2.67210996687191,2.72678462429575
"Cd53",3.11461022485309,1.65900130106209,1.95256931306256,2.225733725186,1.79032198119387,1.80729371186552,1.65951544115266,1.72787902311008,2.02588539380623,1.79546030566704,1.7415438771906,2.07128452097341
"Cebpa",7.97797027712278,8.3729912699909,8.16153725381468,7.7107668384247,7.12534402010902,7.40410894588843,7.73032814579739,7.86126848574455,7.93015214974254,7.24323725472798,7.34866286004501,7.18948622653551
"Cebpb",11.6160193259143,11.9458889550287,11.2352542662358,12.5477987045881,12.3224149113798,12.7774115708336,11.4347684367921,11.5826492581703,10.8714260427725,12.1565046177967,11.7182641155866,12.7780622827864
"Cel",2.16694227631891,2.17074778255411,2.0975064859841,2.17327756686343,2.12715026858052,2.40148220620531,2.21220709668936,2.03998736605575,2.15052118783121,2.17377747645085,2.42331012848349,2.0941901009776
"Cftr",0.461359565174067,0.462514554525737,0.557677507030464,0.413682685962725,0.461643179969827,0.317473660440722,0.463064807527761,0.462168635308923,0.608801659658425,0.463435946127615,0.414681445541821,0.317322582939628
"Chgb",-1.51051863150711,-1.51012387482699,-1.49303217527554,-1.50986454903808,-1.51042108562877,-1.49314209375307,-1.50993808868262,-1.47644118320692,-1.49224334907602,-1.47601335632399,-1.44036307616975,-1.49342430458749
"Chrm3",-1.73280628407664,-1.73249952608687,-1.6896691715242,-1.73229800889487,-1.73273048300966,-1.74228563844458,-1.70608962949951,-1.7325908657533,-1.74158724086365,-1.73225840953106,-1.73082077316279,-1.74250493917493
"Chrnb1",4.20011717151291,4.50447005280313,4.91890759473353,5.32359312880814,5.17023959389917,4.56577860571056,4.35520135263073,4.31470886519477,4.72274060333077,5.0272959709977,4.67513978223215,4.57795615526448
"Ckb",9.57879100349835,9.66093233866611,9.37042576004115,9.04577540431839,9.43410338386171,9.83116119852343,10.2322364769797,10.1697604155436,9.45298007401635,10.0598193736023,10.4316075447814,10.6519459380448
"Ckm",-1.7375230881167,-1.73722562210946,-1.73708125633169,-1.68609037173219,-1.73744958313398,-1.71169416593251,-1.73708562432007,-1.73731419501312,-1.73648684212215,-1.7369918091966,-1.73559772016034,-1.73737674250487
"Comt",11.0355106467419,10.8791866127302,10.7009788159799,11.2972824323682,11.0265458797844,11.1028988649293,10.7705479119181,10.8058361156411,10.6495761889634,11.1327424350834,10.8314684669551,11.4361063807386
"Cp",7.71350449166106,9.63268211042789,9.32010463387105,10.8415672367765,11.0057971574669,10.7454789092249,9.03301268074389,8.97675609937708,8.3914725269562,10.3723296044017,9.76101530698432,10.2112762738675
"Cpa1",1.49735917132314,1.56082206915224,1.40131344498819,1.43351690341056,1.43252742394714,1.14171717774177,1.56221840282394,1.76997202158965,2.37932467860948,1.43360853818359,1.43705362223812,1.14118377499476
"Cpb1",-1.97346304907038,-1.97324560926074,-1.97546731157258,-1.97310276747233,-1.97340931886571,-1.95691001773279,-1.97314327456725,-1.9733103537184,-1.97503281045506,-1.9730746981851,-1.95343781673238,-1.97568330417571
"Ctrb1",2.79286098285343,2.75221428358544,2.93366221190554,2.9575067191852,3.04979485444891,2.7962091739924,3.0905173899104,3.08450791174755,3.26883313409854,3.23697341638029,3.19483140753728,3.08089896282778
"Cyp11b2",2.13317976261282,0.992212859269266,1.27140201288251,0.992613846843728,0.991758106721823,1.19936129904797,0.992499736216748,1.05755294949381,1.20086277624733,1.12164136997357,1.45959296965432,1.19889971221523
"Cyp1a1",0.849323858953751,0.903487328550158,0.851636234319463,0.955621878950103,0.902471487823772,0.685306672013974,0.849787907004489,1.0009711170197,1.30155160477844,0.849888915514575,0.851453154586484,0.743008313089636
"Cyp21a1",-0.837375438488846,-0.837302473989932,-0.83406076682874,-0.837253822043935,-0.749926735080637,-0.784154714788334,-0.837267677076995,-0.7919955055161,-0.781671982969548,-0.790916430513904,-0.786016294280451,-0.834139723908779
"Cyp2a3",-2.21307600908989,-2.21297692309645,-2.21186833037422,-2.21291183096574,-2.21305152456373,-2.21189592048756,-2.21293028980153,-2.20452239115521,-2.21167033086827,-2.21289903996295,-2.21243466859362,-2.2119667568845
