"","WKY_Joint_5d_A","WKY_Joint_5d_B","WKY_Joint_5d_C","WKY_Joint_3m_A","WKY_Joint_3m_B","WKY_Joint_3m_C"
"Inpp5d",3.45850078680143,3.11728656365341,3.29388910545073,3.01231007922129,3.36762888339957,3.18397405108712
"Itpkb",8.8951622646112,9.24305585087798,8.78327805361036,8.18863168602066,8.5355719984073,8.64793284634822
"Kcnn1",5.5523990359433,6.57735486647925,6.04955259588804,6.31976274693365,6.23515045227301,6.29278095492656
"Kcnn2",-1.02397313637762,-0.987782750109341,-0.987024810395704,-0.987431331106354,-1.0239647960837,-1.0245511964428
"Kcnn3",3.96579815166627,4.24653369447824,4.48939824309681,5.56808093891698,5.18541387716896,4.99351508801841
"Mafb",7.8537628028418,7.86829287323285,7.74472685039781,8.17349877383867,7.77925948022573,8.09268011467172
"Llgl1",11.1354436705349,11.2084932644537,11.174334734869,11.1878392760611,11.1458928832613,11.1644998122865
"Maf",11.0113587865247,11.7646064030417,11.3816854627071,11.7959911609561,11.9619362050958,11.885260815102
"Mapk4",1.2671534242351,1.30600825421835,1.38964102686939,1.2674910405971,1.37637323843447,1.21887195187312
"Nr4a2",7.7587556900082,7.54848343217626,7.85087879838929,8.58579963954138,8.12462137047276,8.15795126771001
"Cntn3",0.4761726832446,0.710428946433426,0.525429468075816,0.477502851358228,0.437534456097052,0.525390000490837
"Furin",11.6336511835228,11.8141447056383,11.6817541527145,11.9119603636463,11.6870341750423,11.8416410612104
"Pfkfb4",7.30392645324942,7.03096120177746,7.09211042266865,7.35268307367419,7.43387037064936,7.46861012700657
"Pitx2",2.83280809349764,3.59216223477776,3.43038619972105,2.7877431500654,2.83315996634513,2.59255052262192
"Prkg1",6.47723033906106,7.19614718198864,6.61745695302472,6.47667847529423,6.76247465329254,6.83880837179352
"Eif2ak2",9.44915150596255,9.54774948291397,9.359779558671,9.3010216028169,9.45030754773657,9.514335511044
"Rgs1",1.13182691555096,0.663263664672479,0.780415228472984,0.663367291975213,0.663084606147718,0.780356010700201
"Rgs10",8.06975714146197,8.01909632882452,8.1167127955606,8.17627789232041,7.98716247473104,8.00943412310836
"Rgs12",9.50181468042071,9.33268299077673,9.29140724492101,9.19522899942844,9.37138286551065,9.40914752314726
"Rgs3",10.3939614631068,10.344575030549,10.3476511416531,10.7184025732797,10.7128430494553,10.7372399165424
"Rgs5",-1.97274744167653,-1.95953216706622,-1.96936465301393,-1.97253218344964,-1.97271883341547,-1.96940065979
"Rgs6",0.172983170450765,0.173092302018101,0.0963597578397374,0.211811051921894,0.210725512589242,0.287946260650263
"Rgs7",5.57625630817812,5.47029343006705,5.65118359150744,5.87972460224913,5.3482956623947,5.48610140993706
"Rgs8",4.27444900139965,4.89433468666582,5.06986095508476,4.50166034453032,4.25204683750209,3.89138447996417
"Ncor1",10.7520179283896,11.0208355414914,10.6825074070681,10.7425331360193,10.7001062122815,10.9252390020228
"Slc12a3",0.396142472036926,0.434244507722687,0.489698882854937,0.396324759895781,0.433549927161984,0.340431950553752
"Slc14a1",2.68159518316049,2.76723482157434,2.83174053973491,2.74387761698113,2.62495313612738,2.57708983918676
"Slc14a2",3.36121404122135,3.39444744128372,3.38310788107247,3.3396802432839,3.24148410699348,3.28530503531876
"Bpifa2f",-1.48340117675506,-1.48308830644952,-1.45539655274546,-1.48294393102106,-1.48334040785663,-1.51099035829567
"Ssbp1",8.33493534310923,8.20194429412284,8.17312434126956,8.27145843464772,8.29811213601088,8.38010076267577
"Sstr2",0.450056744813136,0.31671959033564,0.42459199535058,0.316770286516006,0.316632059513555,0.275497345238589
"Slk",10.7259321656254,10.7541968810587,10.6662939395635,10.547089691361,10.5471405878447,10.6208857233814
"Syt5",5.17360134991899,5.26821425365774,5.12977448498198,5.1160607672773,5.17568997039007,5.23700868564008
"Timm17a",9.55937872845167,8.98607145867486,9.20047605595903,8.98607610715354,9.02320979052906,9.07689198644554
"Timm23",11.0231810399077,10.7170687016105,10.783061092304,10.6024398455485,10.7299853999847,10.7532764012218
"Ucp2",7.12457399777249,6.89117569073265,6.74357845529128,7.17642310943705,7.91671003748021,7.81086296241992
"Eif2s1",10.9620853854108,10.4592218496089,10.7777786940506,10.4099056218891,10.5907702770182,10.4332128729128
"Ezr",10.0792500580955,9.2558431678212,9.68823026177168,8.97896706169525,9.27544867257786,9.10652421832322
"Pdpn",11.7801371766782,11.7838178320438,12.0084079734649,12.4300941316134,12.554684664268,12.2659589288367
"Cnn3",12.5831987645841,12.5589040293274,12.3305562775163,12.4182281680495,12.4293689076124,12.6642936572704
"Cox6c",10.9159164834206,10.6452016684471,10.6731292914053,10.6457256752921,10.7843978237395,10.8224915340443
"Arc",6.74114419496837,7.69677060666727,6.93973243426125,6.59342534970886,6.40681786165143,6.77934657223671
"Stk39",7.87867383997376,7.69467944019954,7.67619159255807,6.97369279011243,6.99860153824656,7.09663221170809
"Aox1",7.76482369946974,9.60647096649203,8.78841285087553,10.1394998329483,9.65629358633763,9.79513119174831
"Scfd1",9.84505124951414,9.82352619799772,9.75284017616856,9.74773824885032,9.7686013123805,9.83961832820278
"Rassf5",7.26140693803973,7.09881723908243,7.36828963830902,7.53805722406796,7.48175914286189,7.32173063371698
"Crlf3",7.58094944895054,7.42336314619712,7.45896797913216,7.14687654593887,7.21964197183307,7.22644757732764
"Ppt2",9.02994358884868,9.24825241343721,9.06846852781007,8.86671924535936,8.87399126330266,8.9409847276639
"Bet1l",9.30297356947462,9.32809463622264,9.20971293706934,9.24839147823711,9.35660404538938,9.40831892759254
"Itih4",-0.30355691505583,-0.302780430095216,-0.323006551851092,-0.267592779957829,-0.338911141225228,-0.28341408131596
"Enpp3",8.81451245991603,9.54906671094928,9.14133885488659,10.1729768818178,9.47757441042923,9.86572637666956
"Egln3",7.64429908991471,8.49434284751428,8.30418767323016,10.854242737292,10.7356307790781,10.5600700536694
"Pdp1",9.51627496387844,9.27837206118966,9.44587300802671,9.25082317740296,9.23972550952022,9.19672484796894
"Apom",3.17263939360111,3.41477289021081,3.19977081873348,3.12412699530368,3.14638367746273,3.22919065955569
"Septin3",-0.0363310115277876,-0.0348940717126983,-0.0814494556480464,-0.105414696502726,-0.0700412547930687,-0.0418910616200939
"Ywhag",12.8649462847819,12.7097737029582,12.762572265574,12.76723774595,12.9231763371391,12.8699947698406
"Ywhab",12.7565956591102,12.6437728499166,12.6654471764023,12.6471618299519,12.5993424087059,12.6579891974399
"Srcin1",-1.05808441388985,-1.05791209346095,-1.02170795808877,-1.05771998398589,-0.987191590255049,-1.0587460827071
"Uso1",12.1070647354035,11.7436082003502,11.8009734415319,11.8256594472228,11.8357714402847,11.9550784700987
"Nptn",12.5531495889683,12.4161010564487,12.4422301961716,12.4576955922179,12.3298622767173,12.4361740610045
"Scaf1",12.1040015570887,12.0960871103184,12.1530610678176,12.0057229912122,12.0879926889917,11.9938411059878
"Gorasp1",9.86416184832198,9.88166545608777,9.75835160584528,9.90442857555435,9.87159250500326,10.0025725866384
"Tgm2",8.64212142480675,10.6201813979929,10.0082330610226,10.3651765748029,10.356550936331,9.98378210594421
"Hgs",11.883429875268,11.6518450417792,11.6579525729132,11.7244066156072,11.7042434778203,11.8240099323242
"Espn",0.035376667948726,0.0354644922844464,0.071235498503575,0.0355055495693046,0.0353936036707135,-0.000365341766979672
"Cyp4f1",3.73810606928052,4.56123441897637,4.58674176952898,5.85725589487434,5.40759929154513,5.19535606780921
"Mrpl37",10.6915058225403,10.3954404423675,10.6161861630177,10.531469950514,10.5200762586511,10.4530600740187
"Anxa2",14.7414514630375,14.2158931696646,14.6977420523513,14.6095303581669,14.6864423032656,14.428916594716
"Lgals1",14.1405675885367,13.1606418634773,13.9396640671797,13.4872870157473,13.5425716559809,13.2258699946913
"Mtor",10.0403309839128,10.0622626745086,9.97271613661406,9.98789856557518,9.96327731867313,10.0541686347208
"Cript",8.8245227898486,8.76819547633546,8.86377239845378,9.02753078630052,9.02837543609408,8.96053984583554
"Rnase4",11.147371616606,11.4328934175567,11.0896904013569,12.1224589369724,12.2067845474723,12.3650638579468
"Notch3",8.06568736374279,9.23781960259737,8.07970118064605,6.84751632965296,6.91813816172418,7.4548795482126
"Srek1",9.98876360861852,10.1467320081563,10.1448692061361,10.1482639358565,10.1307786081161,10.0623998742376
"Samd13",2.77986893070099,2.67144013350858,2.6901016934193,2.93657603136568,2.75413561975041,2.88090866424353
"Plvap",1.84209333855895,2.17334337803648,2.09782185715344,1.94762231630589,1.84215259833821,1.80478395846632
"Leprot",9.98438145569599,10.3548506622964,10.266919949459,10.3776425799357,10.3331155348329,10.2580751669215
"Pclo",0,0,0,0,0,0
"Ndufaf3",8.91619959401375,8.51138027129464,8.69991248769679,8.64236279919539,8.68883222883923,8.67947495897472
"Adam1a",5.48261924348852,5.47679191264006,5.46668179137118,5.48358539473262,5.5349418910079,5.52228742956337
"Acpp",-1.06708725119315,-1.06704500262064,-1.04065554198811,-0.996667522806173,-1.03202125593964,-1.0407549742917
"Myl1",2.38461009011876,2.2140529687121,2.36941279810636,2.27884691698143,2.10886963497628,2.12377700728792
"Srgn",4.60678275366218,5.3554104755741,5.09841745956466,5.32868644724681,5.09724011829509,5.09564243782443
"Ralgapa1",8.50148446742845,8.84858801197237,8.55609204311537,8.50376869600437,8.58189503000198,8.66177605958822
"Pth1r",7.98004635095305,7.54346013962953,7.56245909407057,6.21159882575824,6.59697224029844,6.60357968424906
"Slc24a1",1.8910900570029,2.14894477496122,1.90738114258175,1.89544163327035,1.85835742003102,1.98953580005099
"Prkn",1.64733019090872,1.8152250507988,1.64456247439798,1.75304732971296,1.68294215084891,1.80470988673672
"Kcnip2",0,0,0,0,0,0
"Extl3",12.0227133232713,11.6403618056699,11.8842910604625,11.8255985358178,11.7528147244233,11.7364531341286
"Ramp3",9.6099911055555,9.39959358674231,9.99299382013187,9.37923244913167,9.48357510973443,8.94320230545009
"Cd86",-1.45328197180028,-1.50206628651273,-1.48986021243588,-1.50193870157602,-1.5022890691733,-1.48992780209529
"Adap2",2.38942489532152,2.35548480227214,2.37332319718003,2.31789087194633,2.31632988654853,2.31624203086423
"Cacna1i",5.80549160846936,6.65605726949027,6.05563526064549,6.5396172082075,6.34329099092419,6.61659327790016
"Adam4",2.92570312596361,2.80993067837553,2.75669462512411,2.90423430627772,2.83884555419376,2.9826622072812
"Adam15",10.498410413367,11.3198902954008,10.9505511536404,11.6000255262967,11.576482545699,11.5468532367413
"Adam17",11.309482232124,11.5596865202877,11.5598816142266,11.4097973025165,11.3610200405325,11.2601114335038
"Adam22",4.37414241547227,4.56953359312096,4.6631204219905,4.50416581465071,4.50910649196901,4.31535373561597
"Cnr2",3.00547674838158,2.87548793079679,3.02054134764125,2.98872410636439,2.95542157508477,2.89201383267251
"Uts2r",1.89847676673972,2.24356508843614,2.03297383839218,1.97014640434251,1.93293015087047,1.98958536680224
"Parva",12.8499984567353,12.7265153842503,12.718925369436,12.4365377995397,12.4129011067604,12.4940510042068
"Mpp4",0.435953342336517,0.402768891479717,0.430141416410464,0.403152192746155,0.402106810200134,0.391849201970797
"Apln",8.354219734561,9.27577141311696,8.50331162867914,9.9728040659091,9.642015269259,10.1190936127439
"Nt5e",9.36276265626677,8.59810472078652,8.63498145517493,10.3235615565782,9.56987455786763,10.2921702905746
"Tmod2",5.11212581796118,5.00790157675001,4.91435351105528,4.74713349539414,4.86748402435543,4.95296894617511
"Glrx3",11.0083563648,10.970561064146,11.0043839936532,11.03476517497,11.0689764731948,11.0369455449023
"Sec23a",11.7296531770989,11.5778765133418,11.4416557536474,11.3989709831452,11.4463640766691,11.63477662148
"Txnrd1",11.6604797056963,11.2563161747161,11.4059358975454,11.3045325854745,11.3841799830546,11.3968183269254
"Zfp148",10.348976539678,10.5048834478204,10.2389028539472,10.3712311808358,10.3605596761325,10.5539225682861
"Zranb2",10.4895500936727,10.4204799057383,10.5599612871237,10.3407071408814,10.4331573273103,10.2819859466777
"Csnk1e",10.3248472169618,10.5443948039436,10.2486262422659,10.3934108946412,10.4438223753359,10.6046114031754
"Nckap1",12.5102975886995,12.4728055023691,12.5941264819101,12.6028881239636,12.6444463813694,12.5210923162907
"Prg2",0,0,0,0,0,0
"Mest",11.6002022539417,11.2889787269414,10.9846244649788,7.8491161934499,8.16696803051198,8.46800813744371
"Dlc1",12.1221849159354,12.3086463539175,12.1197097874413,12.663771069788,12.7101292096324,12.7826559871953
"Phgdh",10.7205460047536,10.7257579932387,10.842621764407,10.5149191721974,10.8704150874538,10.5731973644147
"Sh2b3",9.14488899181561,9.27519310380755,9.28471572829049,9.47572397416831,9.0687433329121,9.1975589730613
"Nrbf2",8.49386304886998,8.41993855302473,8.31474656565384,8.74217596673515,8.43668213485802,8.7315832860901
"Mapk6",11.5639790935295,11.1927398903642,11.3441928398312,11.5757268351705,11.5195210562037,11.5817905978027
"Preb",9.97528735141711,9.67416101157839,9.72947304962913,9.75390597918798,9.71871799984077,9.831563121383
"Grb14",12.4303064067767,12.3636627817462,12.3815489717998,12.9952176202053,13.3687635666784,13.1974262159035
"Igbp1",8.35974817844006,8.68433076783281,8.5115461843446,8.71956940936748,8.54373305813505,8.6421445225431
"Nr0b1",0.253131802211058,0.151033576994451,0.251090627441326,0.151078693564263,0.150955680215616,0.102009249051368
"Nr1h2",10.2654733947406,10.2677432689701,10.3321182614654,10.5077249098531,10.2803052314181,10.3285051410255
"Nr1h3",7.76579349532106,7.65263601361922,7.69646415956589,8.38213574671432,8.27220312569874,8.33992003111078
"Nr4a3",7.44698499563145,7.15250349160312,7.40172196479788,8.00360215934066,7.43907242590177,7.61935957144062
"Psmb4",11.3912062466187,11.0842356396496,11.1793437535212,11.0598906251172,11.1642480812413,11.1704465427922
"Ddx25",5.0547954218998,5.73351119775402,5.64221360600117,5.45704712665477,5.56439024573602,5.26265839002113
"Vapa",11.7692219467705,11.4558754648511,11.6020782689874,11.5078667851434,11.5225087620689,11.5256582104296
"Fzd1",11.8792145038902,11.7365676116575,11.9487408888763,11.8438207503761,11.1631823809723,11.3626517345718
"Hpx",5.78215268605248,6.85474217404286,6.87237689973509,8.66164630866571,8.78258860514344,8.16818798721716
"Casp9",8.79602611783831,8.5355531277523,8.543125336045,8.63772777518199,8.54908904944439,8.7160726990635
"Ccnd1",12.1563790862213,12.4448781270498,12.2619978543086,12.210407426498,12.2830923404,12.285380635776
"Gpc1",12.5323950356281,11.7426317432024,12.3630504490317,12.360822491679,11.869898763684,11.889823568065
"Foxm1",10.7410883365864,9.83082259145187,10.5564427854539,9.98743099365701,10.3553949097246,9.90092563025601
"Mefv",-1.97268164239045,-1.97253688946378,-1.96935713136964,-1.97247009256603,-1.95981067398316,-1.96939251783206
"Rpl36",11.5472053864549,11.2826325478612,11.3003736740678,11.2686956341147,11.2056123933713,11.3516993068332
"Pdcd2",8.07554313329921,8.05840416683787,7.91910541973771,8.06741244375059,7.95342372737821,8.15828631589523
"Gas6",12.9942563892747,14.4057829195032,13.4036506634423,13.9574320928064,13.95573587236,14.2529529735298
"Plk3",8.71661019475547,8.71915403119452,8.55047558287885,8.64793739668418,8.33832712063851,8.66053878875749
"H2afz",11.3882631363384,10.2346425299079,10.8892185466115,10.507416969457,10.7592547293539,10.5555701359171
"Cacnb4",-1.49353164600412,-1.4668264857154,-1.47349201551927,-1.49309665652248,-1.49347383500741,-1.49997229610543
"Dynll1",12.2505829717599,11.7703219979706,11.8618037996906,11.7249983966317,11.8617814892098,11.9420386280954
"Robo1",8.17926705907914,9.20670172828865,8.47459678656468,7.9721832558417,8.14477826326057,8.27686836667036
"Hgfac",-0.0188461821092258,-0.0180542822915208,-0.0570541378372769,-0.0176842511914453,-0.0186934348165245,0.0204150626329187
"Dlg3",9.07890404083441,9.25587412183047,8.9909351572675,9.1292358651692,9.13010298910178,9.30612335120043
"Ptafr",6.13629340224487,5.7235665412958,5.97645116757079,5.44045998108191,5.23984755119158,5.29363257033629
"Fkbp1b",6.47377612933508,6.0741442959893,6.10934906360409,5.92052859581077,6.02870517703905,6.13922803548301
"Cpq",9.97799803165838,10.7153499677848,10.2878409942335,10.9969630107802,10.9046412149495,11.0096351183529
"Klf6",11.6245144061406,11.4648199830185,11.433696511584,11.2204257154556,11.1282246397371,11.2852958605919
"Nup210",2.49564725911512,2.54335921760272,3.03566942698799,2.44898233369537,2.73839381101642,2.07752188372682
"Map2k2",11.2363295557754,11.0384757453993,11.1463707545483,11.0886800092559,11.1749110161588,11.1228274087464
"Azin1",11.0650299294756,10.923151658864,11.0739807682826,10.6112639788647,10.5148912888709,10.483187659755
