"","SHR_Joint_5d_A","SHR_Joint_5d_B","SHR_Joint_5d_C","SHR_Joint_3m_A","SHR_Joint_3m_B","SHR_Joint_3m_C"
"Hhipl2",1.73817777329969,1.73788083909723,1.38468250008657,1.77822014805197,1.74035698111952,2.11263537069764
"Eif1a",11.3777440761127,11.4019937243492,11.5207275430568,11.5740103409047,11.6608643115645,11.4865786834087
"LOC317165",1.06326558409517,0.97862221965539,1.02788121323584,1.09033574889871,1.10169824645224,1.08907968631491
"Slc9a7",-0.548849511641227,-0.548885414694656,-0.485262800105163,-0.548833454270764,-0.548584338192289,-0.612313559294306
"Srpx2",10.7279111767076,10.6973828019321,10.8621794198156,10.8409013602819,10.7449843955608,10.6434104474256
"Pcdh19",5.26401095464959,5.40490680830913,5.49174546399873,4.83080102000808,4.91533181642679,4.71577983569807
"Diaph2",6.78117549165128,6.6256325665086,6.63263505864894,6.68254336726349,6.9017215180591,6.8629014130923
"Apool",8.26972727376279,8.15392574030891,8.13274279036108,8.08637997207764,8.41866540732254,8.33160640637486
"Rps6ka6",4.09198416123408,4.34696150488349,4.42426120361064,3.9263273656559,3.70305066088972,3.60990064272096
"Pcdh11x",4.46653535709479,4.09194117696399,4.68727123109971,3.56592719543096,3.62000890653591,3.18493508691312
"Brwd3",7.63403478064336,7.49637706582999,7.55963126212925,7.32190019577393,7.51461524971297,7.42383238385087
"Itm2a",10.6195186930599,10.6831783080128,10.43123719434,8.27593295356186,8.21222371764011,8.46418964179731
"P2ry10",-1.01380140703374,-1.01425291699544,-1.01241084191202,-1.04286766104006,-1.0416224325375,-1.04386136689135
"Rtl3",8.3336273273982,8.34923813522391,10.0128084200684,6.01714522360831,6.09467081173914,4.38453232891639
"Fndc3c1",2.86435935487823,2.86090190467846,3.20776324140241,2.62599481796782,2.62959079879182,2.28266019675575
"Tlr13",-1.48522813904041,-1.48542234947634,-1.46122594464708,-1.48514210668537,-1.48386774361675,-1.50860422476235
"Magee1",6.49594293390985,6.54889387564302,6.26587307400843,6.46692719618682,6.46202019150564,6.72101902461423
"Zdhhc15",8.22026517058351,8.20149011934524,8.24770799395748,8.06705673093464,8.21826996165637,8.1058329973024
"Uprt",8.7389107085836,8.57651813795138,8.47340128972531,8.70167238003448,8.80844764594336,8.9393731465311
"Rlim",7.89422946478677,6.93713243743142,7.71926387706531,7.26597028843764,7.85387764683731,7.25634104168126
"Nap1l2",5.0822640084401,5.07284220501288,4.94548656142829,4.96627456793536,4.79855007550078,5.01447886701627
"Ercc6l",7.3185738506553,7.2572376850658,7.72016005145386,7.58220536657706,7.32274964949623,7.02022322444334
"Nhsl2",7.62776558613238,7.39044097690607,7.54311980483511,7.11334526811639,7.96486240319695,7.50508731234078
"Taf1",9.53454551564966,9.34311059322356,9.5615552252089,9.32475714301654,9.54717742582459,9.31324011364828
"Itgb1bp2",4.56722713040463,4.67091740665387,4.78117970814271,5.01248145653897,5.18119645553457,4.93473151642331
"Nono",12.8840681643243,12.9140485527759,12.9616186241679,12.8775136971263,12.7567037533298,12.7545484596102
"Zmym3",9.3543757108783,9.39668902965351,9.30968359161292,9.18230524612648,9.38670000805291,9.35035140574269
"Arx",-1.97298679320815,-1.97307486185689,-1.97001535301733,-1.96239732658225,-1.97236989439864,-1.97039908500564
"Mageb4",-1.04040777049887,-1.01251072436869,-1.04032520893499,-1.01187316505586,-1.03924679684038,-1.01169401944691
"Rpl7l1",11.2616700359571,11.2772930315152,11.378116505852,11.1611585524236,11.1786336233151,11.0612611157535
"Mtmr1",9.49845785115073,9.47836146360163,9.40423180139725,9.39393330403404,9.43551508561421,9.49890205080305
"Mospd1",8.10530555495971,8.12517788204918,8.07901344907435,8.28775209021142,8.10130600808594,8.23075731857877
"Plac1",2.33142287974803,2.30472611143268,2.39465833894935,2.23042612018379,2.29763969632006,2.18744906489293
"Gpc4",12.0495954339806,12.1056345981927,12.0782030657664,11.8804725551128,12.5894298560221,12.2343631558877
"Ddx3x",12.8116403915965,12.7791272791177,12.9128530854724,12.4986116817783,12.8350880829364,12.5493806322421
"Ube2q2l",7.41163257312956,7.35980782962837,7.26921520287185,6.96104597850399,7.33933384294401,7.26669490923112
"Med14",10.0949978992397,9.97974084299742,10.2235758273224,9.89573280442258,10.1810273901884,9.85217364110167
"RGD1565685",8.40636397571832,8.46182461326616,8.46120970117655,8.42870668721293,8.41644977211364,8.39546282297898
"Bcor",9.95438134841593,9.9401892052212,10.026808628963,9.95261383773264,10.0999164861444,9.94674180979406
"Pim2",5.496078374484,5.55528449777806,5.44647331658475,5.82934021057125,5.58351844217447,5.78563744591914
"Porcn",8.40623219744017,8.43057718347775,8.11240193825606,8.52018306495033,8.26664450269772,8.69941653602693
"Wdr13",9.44926564864228,9.44735292627122,9.36930884477726,9.4956184578038,9.54287370039496,9.59824652177887
"Was",0.0268585825991331,-0.00235612188077357,-0.0154190152139499,-0.00228049450169066,0.0303872694670964,0.0417236330558326
"Timm17b",9.26472770171555,9.61169257716766,9.55008298237135,9.50085403916659,9.34453669470215,9.31082252400464
"Tfe3",10.240662018166,10.2394097309167,10.2595727757983,10.5348881265497,10.4475230119223,10.471668667979
"Ccdc120",6.5560889366198,6.70108584854125,6.39204076118561,6.75650415565206,6.57983603748818,6.90471672796503
"Magix",2.10364855148359,2.15191599113074,2.06196715952019,2.07774400251258,2.05732667199883,2.13335044904269
"Prickle3",8.93526859937801,8.88004047986861,9.01333603153246,8.97317385146963,9.04228147259282,8.90204617012207
"Ccdc22",8.88397363924807,8.91781807748191,8.85678324994993,8.89769532319348,8.84051628149377,8.91321841075869
"Foxp3",1.34782855711127,1.2430627576855,1.32738494506185,1.24442945760896,1.2198408313998,1.20019585684092
"Fus",12.007530294453,11.9679080998059,12.2401382036595,11.8521705737668,12.0310228219989,11.6891776913528
"Ccnb3",-1.96248844200724,-1.97305182812556,-1.97001392749359,-1.97292564389865,-1.97235183959823,-1.97039494932125
"Shroom4",7.72177143110498,7.56043717969628,7.51659545329188,7.43863269073943,7.78695041382293,7.73730040438993
"Spin2a",4.11572892076492,3.94302416703001,3.84703935840968,4.20636627854127,3.84801174779544,4.20952619865614
"Ubqln2",9.8138034682298,9.78495952769082,10.0611840561712,9.63623002472892,9.68256794440028,9.39759642635368
"Usp51",0.382614143299648,0.436727032193929,0.445052942694762,0.353480727151396,0.353946764572239,0.318331390913845
"Ddx21",11.6677907065557,11.6520518998629,11.8589771347142,11.5027971959942,11.7439299482239,11.4243077406042
"Gprasp2",7.73958654967197,7.81160219281645,7.65211941824611,7.58225588770076,7.16926107606079,7.49923343487888
"Bhlhb9",9.21825383374082,9.21561253639605,9.29433283551089,9.00565485598336,9.23548680633198,9.04317118071522
"MGC109340",5.28220229073253,5.17942886218225,5.00034398348575,3.98229160480691,3.88119761882444,4.16221620478731
"Morf4l2",13.0038248564418,12.9819220189293,13.0606434101832,12.8564489630832,12.9893220300144,12.8551155240512
"Wnk3",7.54566267834851,7.51907030144833,8.09256393212504,7.43863002654428,7.78536663791773,7.05180089000438
"FAM120C",7.65693250368273,7.70622682253729,7.59888008037402,7.53160704033506,7.7451458985094,7.72107605215822
"Phf8",9.53113198704324,9.46495783170023,9.39793874664647,9.34780024660519,9.44228889625499,9.49515073415535
"Ribc1",6.28531544195439,6.24949863221684,5.97216675982777,6.456389976117,6.19709141345791,6.62198097204531
"Kdm5c",11.2769478563937,11.2729168438943,11.3502985855334,11.196977094883,11.5189201853372,11.2825824047206
"Shroom2",6.20414196527636,6.13736521679759,6.62738155972645,5.37369560392354,5.19778044791997,4.82911005723228
"Wwc3",10.9767499195364,10.8888923128557,11.1658497776514,10.3867117777567,10.7615904019438,10.3411224283948
"Hccs",8.37188112252761,8.40236187141373,8.39393889773299,8.31748213689439,8.28454970009808,8.29419851773392
"LOC317456",1.112651319968,1.00154593445687,0.946727107717734,1.00169734409727,1.06584321324616,1.14414179816641
"Msl3",9.44590100682555,9.42342259209697,9.46647956900943,9.46927897560025,9.5131762152049,9.4594098258544
"Tlr7",2.11664032783902,2.11455351109437,1.98323864595254,2.09171028101583,2.10381168907275,2.23011925855845
"Egfl6",7.30441946806068,7.26991189933334,7.46458725033378,7.57551140533277,5.86074058408665,6.54070442807294
"RGD1565844",3.32682289303363,3.52337628352745,3.38253075623475,3.3731245622734,3.48897262373971,3.47361742505236
"Nhs",7.92129590804796,7.62637702800074,7.3418596888063,7.80333227847267,7.83111936318206,8.24920260004541
"Ppef1",3.68948295461068,3.84158995904856,3.93248712131513,3.85012303576409,3.64859886547868,3.58241028613588
"Map7d2",5.41283753356811,5.50829664463776,5.43001156558808,5.84517942026971,5.64188721175759,5.77408883952851
"Ptchd1",0.883109602131485,0.854975655699705,0.874514158027834,0.827960245589613,0.862632446567482,0.839824816966309
"Tab3",7.67645103213707,7.68350499730798,7.85531146048034,7.72964547934169,7.65402381028702,7.51650119905654
"Smarca1",8.13275450898485,8.034362657703,8.1788681262562,7.32157965765381,7.70929592954154,7.42012825068541
"Ocrl",8.96343616772504,9.0399773794061,8.9473784088727,8.70210719666145,8.8978056493422,8.8542847876947
"Utp14a",8.98573148714762,8.99255210678633,9.07270096388038,9.18322563020589,9.04564188760875,9.03087459199392
"Rab33a",2.61718028332378,2.63501760094858,2.58670141261356,2.44742388276067,2.51483127083869,2.5205251063223
"Stk26",8.24929583472713,8.17706268237508,8.17574525068651,7.24019909601367,7.09836836682283,7.20671773928285
"Mcf2",-0.244725888173904,-0.2451959791927,-0.218325382452195,-0.273852308226848,-0.241259647503558,-0.28419152909631
"Atp11c",8.01460500165659,7.89453800363502,7.9317903820694,7.589990602466,7.75733357296085,7.69644320828983
"Htatsf1",9.66831550305153,9.61676794907014,9.77062019231148,9.62341516312445,9.66222333974715,9.51474078518516
"Map7d3",8.13262539889395,8.18774244853171,7.58602903303625,7.09854604993711,6.65038099271787,7.44861841200408
"Hdx",2.28273193611076,2.16230243173292,2.11174853553984,2.21533574653419,2.03239001740004,2.23463153034911
"Baz2b",8.61098861156519,8.4870376264697,8.48232115681901,8.3497264328346,8.47995746803119,8.48153391263134
"Apex2",7.13084346723784,7.1672187500859,7.30030144937404,7.10050900427469,7.15560952871786,6.97678892578411
"Bloc1s6",8.03920139024908,8.15288835471347,8.0740030988757,8.25886665275696,8.16471537981715,8.23383278989264
"Rpl13a",14.3322624443924,14.433937889266,14.3561281252461,14.2725601328671,14.2305724398219,14.2785383279276
"Bbc3",7.54093928234417,7.76215182315916,7.64781787533023,7.18731923626195,7.66148892977818,7.4281317604415
"Fzd5",6.93665258112339,6.9529209909531,7.09607853058709,6.25290519466289,6.12417541706298,6.03724856131409
"Lat2",1.43685214859505,1.40143730888495,1.17667663100304,1.40171535397712,1.44190470997738,1.66427812971421
"Gsc",6.75982234327671,6.78722842933704,6.43890524975557,6.7980732722298,6.19199423229211,6.82965388881227
"Hnrnpr",10.9577087883057,10.9321458193277,11.0796392326027,10.7602822836913,10.9430905253354,10.7169744757274
"Yrdc",8.78789265821717,8.78950529791395,8.78640059573036,8.75466306578281,8.87987365096377,8.81956674070848
"Myod1",2.47000307021387,2.46837816145891,2.44371660885245,2.90334466124881,2.44899833536346,2.70164550529008
"Naglt1",3.28746691633196,3.19070713648102,3.37789559529884,3.52244672103314,3.21560631888935,3.23021795106889
"Crip2",11.4346328259694,11.4289276825066,11.5563215416953,11.5350531177506,11.7779669618601,11.531968752348
"Gpbar1",0.343698372681568,0.372309272392676,0.31419584943943,0.4013106175971,0.376426965389423,0.432676764590954
"Obscn",0.0309432843752464,-0.0263848230867799,0.00506107562980874,-0.0263093956484626,0.0373928518109445,0.00275988309566547
"Tmem132a",12.0763696819491,12.1461722115476,11.7638962926242,12.1995612155513,12.1245304122269,12.5094204680132
"Nrep",9.54106042423175,9.51834342359152,9.14545154030278,6.9069303363608,8.21807258393564,7.94675184375708
"Sla",-1.49342337482002,-1.47280033917582,-1.49796450698913,-1.49334647373246,-1.49220736849833,-1.47792427112418
"MAST1",1.10678709262336,1.10548320378315,1.05922546557078,1.02226418757411,1.11636722668359,1.11622538976134
"Tnfsf9",4.47259698468511,4.48425521842355,4.76688320188294,4.76807595537778,4.64254597680346,4.41685386576201
"Zbtb16",2.49711384891332,2.44234755192507,2.57411602403071,2.4171509594367,2.39610627378925,2.30224329300145
"Zar1",-1.97298679320815,-1.97307486185689,-1.97001535301733,-1.96239732658225,-1.97236989439864,-1.97039908500564
"Sgms1",8.36226538883195,8.24821682631392,8.23540479726656,8.03570586923507,7.99680351141832,8.08609100063308
"Lhfpl4",0.658448103218041,0.657915704395411,0.657354593235759,0.628014364172642,0.813019514087911,0.721344249701243
"Spg7",10.0783684721655,10.1445316842742,10.1688582767169,10.2694933419534,10.2215573198254,10.1881171323923
"Nsmaf",9.33632811553448,9.32479634285704,9.13108719634863,9.21574535302281,9.27193901185098,9.44331721528402
"Niacr1",1.60995681450911,1.51703528978023,1.65665965423739,1.90530919959228,1.58810283369868,1.65354241455276
"Rdh10",6.19776467580413,6.23131924065742,6.20286632964498,6.3533081525343,6.06369068401655,6.22017504686122
"Nadsyn1",7.55648007383351,7.41376065814289,7.4460754955522,7.56224940444583,7.43552679239681,7.53793296885732
"Gtf2i",11.8576176180404,11.8768259568354,11.7821561796581,11.5323452780234,11.7275581242008,11.7150173088919
"Kif15",7.99492928390107,8.0513205094902,8.5490455949892,8.00095686515267,7.9732671195634,7.46119129406448
"Col23a1",3.22701874939198,3.22173923342009,3.18890432262964,3.03488703538892,3.13222936035277,3.11903286664724
"Pigu",8.85332672949994,8.83555116068002,8.98039330413908,8.89289778999951,8.76138098975164,8.69118503082648
"Tbx3",7.41344880330797,7.49765079590551,7.55783600591934,7.59940675817547,6.07562809677908,6.73523122116468
"Slc29a3",9.34519141239403,9.38788452236324,9.20611835282615,9.54368888253198,9.39837203147542,9.63145007155619
"Gsdme",3.52836948276398,3.59534299297263,3.50299884099412,3.58654514825494,3.16216992555964,3.43321493378147
"Acsm4",2.26304008714192,2.16140675219745,2.24185288601129,2.33243817674125,2.20799868282293,2.24058896344048
"Cyp11b3",-0.647054152668166,-0.618394170916884,-0.61646869826102,-0.647038852714915,-0.553718036101036,-0.61663390793948
"Cbr4",7.31547186430544,7.37684614300784,7.19170786201587,7.37883014540299,7.38339216324277,7.53556229596365
"Rnasel",7.33589882489086,7.16622100231156,6.76973120105733,7.23079107008071,7.08668366485826,7.64006608001337
"Bysl",9.71802278750255,9.76545687636516,9.82144879230326,9.68011070046822,9.7724352635917,9.64656402166056
"Rab40c",8.61404740150039,8.60156287211201,8.59870861191995,8.51704643015519,8.45553789253252,8.4953886862301
"Rhebl1",4.82877709710059,5.03749734715409,5.04528597985654,5.16943756426222,4.88602059439301,4.91558032159841
"Myrip",4.21864861126944,4.15174165786021,4.21539397527289,4.38597449073052,4.3760457919961,4.35081130065525
"Nek6",11.2746828754721,11.3109637656253,10.9571118414838,11.7340586558984,11.1512081829644,11.7783448984963
"Ston1",11.2676212357099,11.2601906213225,11.1434197771425,11.0224079066048,11.3279957260147,11.2956879676835
"Zfp24",9.00356725744955,8.96480431340921,9.00759574957721,8.82343372659816,9.05387086811161,8.91524233320705
"Wfdc21",-1.03751522098974,-1.03794963338055,-1.04370550165289,-1.03732096548406,-1.06414151010839,-1.04475816332848
"Stk40",9.98431070629687,10.0885525028512,10.2731385949549,9.97112550034497,10.2535977516971,9.87565463564021
"Top2a",10.5496869216464,10.4986886009502,11.3035732118564,10.9373825573567,10.7089097283856,10.0437606923131
"Brca2",6.97441080779517,6.73960458344663,7.50167166229893,6.99099041112289,7.17068290838781,6.43617269307732
"Slit2",10.5196977382844,10.4874997710631,10.8884640439106,9.96939701589545,10.1575742798679,9.67862035864484
"Ptprk",10.3373405033642,10.2661519786268,10.6489384805297,9.25469004674149,9.6700830356294,9.11519430165123
"RT1-N2",3.36134385468611,3.40188154206204,3.25099373783469,3.61732621958788,3.30954948035119,3.59405681050892
"Zfp422",9.21236748198619,9.1371148091062,9.18731896118127,8.90639611937672,8.92261450464079,8.90192749637369
"Ptprf",12.2193565202214,12.2634684933854,12.389396249295,12.2428443170139,12.2234036158675,12.0851402239492
"Ptprq",6.48393438523964,6.37596679959261,6.84052818148148,5.53541922388624,5.9877921143849,5.35102808007022
"Pla2g6",8.7846480861849,8.85251490710499,8.45737568528101,8.84750757798827,8.70187429804754,9.13589674938184
"Crisp2",-1.48522813904041,-1.48542234947634,-1.46122594464708,-1.48514210668537,-1.48386774361675,-1.50860422476235
"Vegfd",9.99169925573853,9.88811814780273,9.75674746383707,9.68817997201776,11.2456705360512,10.6500864919681
"Fopnl",9.57976688439513,9.56828127828309,9.55063054270826,9.57585043193238,9.56420668101971,9.59342209510689
"Ntan1",9.75810021635756,9.78332050083669,9.76808318165988,9.96310223091825,9.84870225069223,9.90852941774248
"Mpv17",8.22416379043768,8.30040403955739,8.09028356765182,8.46485847134371,8.30878303602761,8.55882110103138
"Parn",8.54976780759633,8.65519245995327,8.5527907261635,8.50890309557055,8.64147757932866,8.62487974506091
"Ercc4l1",3.89687662936698,3.90819306245654,3.7685673626972,3.82525718309528,3.9410350382748,4.01711359389959
"Zc3h7a",9.93865677059795,9.96048165415182,10.1130738660775,9.97629872515486,10.21455952306,9.93192447040475
"Tvp23a",-1.50090269856412,-1.50107177326019,-1.49013440540794,-1.46031815884596,-1.49971837269772,-1.49087109627606
"Emp2",9.84390328857793,9.84942291863886,9.87704422057139,9.82899635824626,10.447023028085,10.1076285762026
"Usp7",11.0560767179595,11.027218468586,11.151188086509,10.9815459122698,11.1033957194836,10.9329303226404
"Alg1",8.19144486965683,8.13367550932508,8.29156369358216,8.50505530469146,8.40921328531216,8.3281307909106
"Nagpa",8.05025647288645,8.13537288983413,7.79732252987435,8.61268664923714,8.17402505949938,8.6888480058542
"Glyr1",9.9442169822788,9.92180064985173,9.86780004670135,9.86853382443038,9.81973068878169,9.90934102596995
"LOC360479",3.32560922278009,3.44030279762651,3.32959630441995,3.53096847326725,3.51817519421125,3.57793153952259
"Cdip1",10.0957993952098,10.1517421319046,10.1054428130763,10.0358756534858,10.1048456111195,10.0886885827835
"Dnaja3",9.94271230287074,9.9806784425887,9.97824397591829,10.0678994136332,10.0665676033728,10.0506849053144
"Tfap4",6.64086628560112,6.62933143096187,6.86792500612583,6.21656516089427,6.21257304591503,5.98174295556032
"RGD1561796",5.47157417391734,5.35158321956058,5.41631279780027,5.6565784816422,5.36344418739234,5.50527723345597
"Linc00514",0.377354119948834,0.376466108458225,0.395972139013397,0.377751038337175,0.320712401987564,0.330169695352502
"RGD1561157",5.38171616234403,5.39172984032595,5.22043451449971,5.67718820690869,5.26687071946844,5.63831795002385
"Flywch1",9.95268277525366,9.95696918574431,9.74686606973154,10.1930601120827,10.054235048313,10.3316074909653
"Traf7",11.4258651182539,11.4782341708767,11.4982881206707,11.3960606147061,11.5504623123314,11.4270229874134
"Jpt2",10.9584023149146,11.0250747012248,11.1292501107712,10.9096394269329,11.0196503754613,10.8271332984956
"Tsr3",7.62425329148035,7.66032417576558,7.71514562201552,7.58785146878461,7.62896410044897,7.53555089622424
"Lmf1",8.94345580170352,9.00549034176938,8.79556278945916,9.13565994811114,9.1161440817601,9.30481229721291
"Ciao3",8.49087109206936,8.47022194871845,8.39841176983633,8.52808485555605,8.39017802387932,8.54126619027527
"Wdr24",8.33227814895365,8.48560959704993,8.25747041994599,8.48999892447428,8.44112045774589,8.61703314416589
"Jmjd8",10.1764358012548,10.1982096446061,9.86990020248359,10.1358777410307,10.0591220705789,10.4149224262517
"Luc7l",9.83514593510811,9.82725083414159,9.95080344639187,9.77502402442284,9.77834412678142,9.65707901383511
"Nprl3",8.50471552206423,8.60086689237504,8.5753673967728,8.6960204312065,8.76279996993334,8.70683401101675
"Dock2",-1.96890748399065,-1.96900927764493,-1.96242429084464,-1.96886239090508,-1.9681944449576,-1.97506250790449
"Pank3",10.7547132228141,10.6218842823094,10.6616570248854,9.96732215511593,10.459958173931,10.2402818921998
"Ublcp1",9.30769944552506,9.32529565248912,9.38403539623734,9.3445254946016,9.39716766935652,9.30330873474881
"Clint1",11.7005362678114,11.6582077407466,11.5503376813641,11.5832569616678,11.6045902755324,11.722957941515
"Gfpt2",7.57484732341139,7.7381250187485,7.96822133537041,8.00535779037571,6.59322098258565,6.98755422219022
"Tbc1d9b",10.9315777459028,10.9276301618845,10.8252214057693,10.8761281038716,11.0819733707543,11.0834332854373
"Rufy1",8.54269707140261,8.45420769207522,8.26059567273892,8.5821863890165,8.41574681427355,8.73682331064502
"Zcchc10",6.24734378465726,6.16673582283645,6.23301114366997,6.17448690280678,6.11285162757661,6.11769792526859
"P4ha2",11.5364645510424,11.5461217679391,11.3071572647764,12.3476117770394,12.090274425915,12.4530789961915
"Sap30l",8.50935465006727,8.61887040171281,8.63600704686021,8.71773930243721,8.59347989433117,8.58371507741403
"Rnf187",11.2301197040808,11.3311483359656,11.3036149084766,11.2695343475263,11.1301666659434,11.1768696182814
"Trim11",8.41033456112067,8.43424181745503,8.43653085102359,8.41885825873966,8.53701649117265,8.46369471322042
"Tom1l2",10.8964832396036,10.8861733433843,10.6601700366593,10.7002853687769,10.9893181125796,11.0759599955129
"Slc47a1",0.508433302824473,0.50754043931469,0.470447734832621,0.536064929118193,0.451933293217626,0.531538247404871
"Akap10",8.52554502713427,8.51291348150307,8.48278833443248,8.49720283566376,8.58083271087039,8.57545869315327
"Efnb3",2.090048633468,2.25041084831121,2.14784048142095,2.0370900870961,2.07691884207056,2.07939372405199
"Sat2",7.29006093954343,7.27900636251742,6.96327563787344,7.33928435830969,6.9377829999323,7.45979169227799
"Tnfsf12",9.55134097210044,9.60397365544656,9.44285376065332,9.5846753095495,9.42075064073126,9.63751652826056
"Plscr3",10.8093193044078,10.8327575605046,10.7165549666094,10.7768148518865,10.7823456845398,10.88406373406
"Phf23",10.2188757917148,10.2442093873179,10.2328344040184,10.2433082372645,10.1923372423633,10.2165309253119
"Bcl6b",-1.97291433037752,-1.96269081076754,-1.97001073072517,-1.97287620796964,-1.97231151589909,-1.97038570178172
"Pelp1",10.7815431786848,10.8899200038182,11.1981552318624,10.7454024799429,10.7983166965736,10.4094359476474
"Vmo1",0.144832570538579,0.171965992758513,0.144098887211006,0.173236816372411,0.148385177416862,0.175111391332176
"Rnf167",9.21650920480942,9.26613102287826,9.21414884603034,9.28314190915393,9.06853890248668,9.20301167363381
"Inca1",1.02688421635895,1.08104802392229,1.07930527457026,1.05549967124759,1.1486595738852,1.07674046813675
"Nlrp1a",1.96072421110658,2.07430483005874,2.03157609170768,2.17876508649806,2.19968962366695,2.17516578395748
"Pimreg",9.10554618716006,9.04946294286545,9.39673817330381,9.09906897377956,8.92112083086196,8.6908612940297
"RGD1304728",8.09818175370256,8.01108988674939,7.98466707180384,8.10118475503079,8.23243276510362,8.23677750848934
"Ncbp3",9.13351656849206,9.13763759074563,9.16222849655605,8.8740102411103,8.9892080635145,8.9049577353752
"Tax1bp3",11.228715372625,11.2133589277705,11.1792655409877,11.1460814013119,11.1291290607917,11.179376840262
"Ccdc92b",5.39898707913987,5.42790667611826,5.50656949305657,5.3360731290273,5.39080141723003,5.27031465770115
"Mrm3",6.77021345701059,6.83375811269924,7.0712017682081,6.79808339154798,6.69404717486119,6.4768492998514
"Myo18a",9.9996046043919,9.95226163022357,10.2532827530197,10.2015247692871,10.3955128825991,10.0211691902311
"Rab34",10.8154443071631,10.8869939367284,10.744883601334,10.743775036581,10.75137872984,10.8539124038223
"Rpl23a",13.7681478796064,13.8822923510698,13.7205061146614,13.5756241665442,13.7103850941802,13.7477186310389
"Utp6",10.3997867231256,10.3522294613109,10.3523084475332,10.1835750264484,10.2432918098741,10.2371330628463
"Ankrd13b",9.9191596424778,9.97466646909018,9.7371470980106,9.87850329134701,9.92889281121492,10.1134640090543
"Trarg1",1.47536842106815,1.42212441699749,1.29046418110224,1.3682556841777,1.33988594344147,1.51235305174017
"Nxn",11.2243776130105,11.3130825519578,11.4009064034542,10.8974437622568,11.1612384792412,10.897164799779
"Ccl9",-1.47191517801124,-1.49379882118303,-1.47665411095642,-1.49353741157776,-1.49234868966414,-1.49914593926167
"Dusp14",8.60725336442285,8.71807172307131,9.1568943321383,8.2726904008768,8.78539405205871,8.03481043807654
"Tada2a",8.60772838968598,8.64125104804511,8.76665875584848,8.41073125656502,8.45897105992839,8.29268212126377
"Dhrs11",6.41870968465531,6.52468956836292,6.62575342537176,6.43143059685506,6.36842591504976,6.24587445708976
"Ggnbp2",10.2212298350086,10.2341783998726,10.299290759199,10.3886081368331,10.3448786482696,10.2951567507929
"Brip1",6.9427800709434,6.90267410441027,7.41806732149464,6.99129488726678,6.92416784572749,6.46239113267934
"Ints2",8.27325517821921,8.21238279294103,8.47151522983083,8.01088643621775,8.38255811523408,7.96802603147521
"Ypel2",8.61581100041694,8.55331727508532,8.4810819479147,8.56714550397572,8.30007667956776,8.53709328160817
"Prr11",7.97766861377557,7.85000730391544,8.54191384411891,8.2199505412203,8.09283553834311,7.5283171545083
"Trim37",8.91473903691433,8.92857226568754,9.05147915714223,8.97805841571699,8.97136721406544,8.84488930904992
"Ppm1e",5.07599351937053,5.04454239537753,4.75747039268788,4.51581160471745,4.76218696683844,4.94179685046409
"Mrps23",8.54940082899039,8.62824721134528,8.60152883376613,8.74240312740648,8.67940684339677,8.69820017180333
"Rnft1",10.4214792440322,10.3844711206335,10.344993754033,10.0849169196767,10.3467245290956,10.273802152686
"Msi2",9.67042666049202,9.72936104067479,9.74478947890178,9.36398484316844,9.99008572158645,9.63213965405907
"Spag9",11.3985633068597,11.3169728077915,11.3672790313757,11.3218514248901,11.6959477330733,11.4993886049316
"Luc7l3",10.2417007387555,10.2292961694714,10.2940624151344,10.2567063389683,10.3825905953447,10.2610845061355
"Spata20",3.51733064665271,3.37413749021377,3.25508876474406,3.31190968228631,3.30810936899081,3.50065482932774
"Epn3",4.52811284194795,4.48193487963777,4.08254478975646,4.28371351714109,3.84184140016779,4.48525652969083
"Itga3",9.88911231336042,9.97805974347608,10.6358383632393,11.5239323427418,11.7149266161017,10.9171771446007
"Cbx1",10.8535623792323,10.8510981122188,10.9426323140706,10.5177820775075,10.7071591617427,10.5221685512801
"Nfe2l1",12.9672812396735,12.9719878269662,12.8749456083928,13.2009638389569,13.3413535564425,13.3658476226268
"Copz2",10.9295386583585,10.9826920853097,11.1006682070479,10.9364980233293,10.9525955573471,10.7999939551244
"Scrn2",7.83445567438773,7.80535676556977,7.64791674114062,7.75049208367773,7.73461907054753,7.91454505595077
"Cwc25",8.15932447535708,8.10580796217526,8.18988838805308,8.06810914574365,8.31125597491246,8.13236039104115
"Fbxo47",0.13065182520351,0.157798790825293,0.153305254233528,0.159070081308019,0.165144393285755,0.153027291077761
"Ppp1r1b",5.89935849532207,6.14477288051758,7.12797722213307,4.66202272424933,4.57684656738168,3.51352311160226
"Mien1",8.55054189588991,8.63951817370018,8.50921458937725,8.82862986970136,8.6657164933977,8.83298862696733
"Ormdl3",10.9266310469081,11.0553519335115,10.9386841830035,10.7625580275926,10.9000641127367,10.883618377371
"Gsdma",5.55764039757418,5.23870571128552,5.97036879862743,5.7380394932661,5.24626342931874,4.91995571709484
"Wipf2",8.61289788153373,8.71972609062581,8.73587770019365,8.70713438874588,8.75148553037216,8.65974424544513
"Cdc6",8.09223817931923,8.21006214593087,8.76368666188117,8.12176017635326,8.27243270428812,7.58455994106457
"Igfbp4",10.356289202995,10.4671297906479,11.1384627836881,9.72350896293378,9.96670309741882,9.11835274330967
"Krt19",0.56159581072268,0.529014516039923,0.667577074841233,0.529147541613191,0.529784136555384,0.407193927624355
"Fkbp10",13.8503583343183,13.9220014421615,13.9282467325032,14.0436314964153,14.0796823241983,14.0195900660435
